,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,A,B,GSM26878.CEL,GSM26883.CEL,GSM26887.CEL,GSM26903.CEL,GSM26910.CEL,GSM26888.CEL,GSM26889.CEL,GSM26892.CEL,GSM26898.CEL,GSM26906.CEL
217831_s_at,NA,NA,0.881885336904928,7.83087190314123,3.90705586240931,0.00109504277749573,0.023518478394762,-0.87854120108705,0.881885336904928,8.31064710683647,7.42876176993154,8.14116240930365,9.09102559865402,8.09140246106488,7.97820627721363,8.25143878794615,7.33508116321977,7.38676536436452,7.50703881891063,7.69223195032549,7.22269155283728
202666_s_at,NA,NA,-1.16129054771121,8.42376268668986,-3.90591857046652,0.00109777529604332,0.0235261324807898,-0.880938104285429,-1.16129054771121,7.88351392500488,9.04480447271609,8.12511733128021,7.62765282376563,8.95705542765049,6.73060631875522,7.97713772357284,9.28023111269309,9.03824297878434,8.88618191933105,9.12918179355008,8.89018455922187
219238_at,NA,NA,0.763847076041959,8.74479021677324,3.90396518367387,0.00110248458640934,0.0235760256804295,-0.885054928620925,0.76384707604196,9.06491722746069,8.30107015141873,8.76436532134418,8.94157324658264,8.88606925609782,9.44780104039902,9.2847772728798,8.61683709028359,8.02160183598729,8.35205188795331,8.32256273177797,8.19229721109149
208180_s_at,NA,NA,1.92176560425754,7.23709118509876,3.9012459676424,0.00110907393392934,0.0236658211634362,-0.89078567174165,1.92176560425754,8.34232713300715,6.42056152874962,7.14158940536238,8.50680665112152,7.20215524780974,9.66560958325791,9.19547477748422,5.74313152017246,7.11423781528815,6.93848724114051,6.69734592734489,5.60960513980207
208873_s_at,NA,NA,1.27785694874161,10.702435850503,3.89885659718122,0.00111489659209751,0.023726241432726,-0.895821176751131,1.27785694874161,11.2845893091079,10.0067323603663,11.6942167548392,10.9685233158418,10.4318959323484,11.8546017163362,11.473708826174,10.2435477544693,9.78867905977576,10.6388964580815,9.35907302406963,10.0034655054354
203211_s_at,NA,NA,-1.09638434442332,8.25869682185666,-3.8981198452373,0.00111669816257452,0.023726241432726,-0.89737383556303,-1.09638434442332,7.7815923620676,8.87797670649092,7.58597494481597,7.83977198330559,8.84111575134523,7.52480989732693,7.1162892335443,8.86323337609086,9.19372342809534,8.1912863097071,9.23642178213687,8.90521863642445
37950_at,NA,NA,-0.864356917998943,7.27678483006913,-3.89677827324883,0.00111998619702384,0.0237366946099499,-0.900201093839391,-0.864356917998943,6.93073262250054,7.79508954049948,7.1076822472983,6.79279237896021,7.46282317168959,6.52804268621522,6.76232262833939,7.95081195534502,7.46343932155903,7.45890030976266,8.21496659168246,7.88732952414826
205819_at,NA,NA,-2.17767818149012,8.24771511473615,-3.89596467540053,0.00112198495883815,0.0237366946099499,-0.901915674423419,-2.17767818149011,7.57193970419164,9.74961788568175,6.92449154472731,7.01774629932102,9.09615234254168,8.00116855581575,6.82013977855244,10.1471009810261,10.8774738549479,10.6937424954167,7.91459045406709,9.11518164295086
218882_s_at,NA,NA,-0.987733291509128,8.97486882197029,-3.89386708933132,0.00112715461031546,0.0237952191828004,-0.90633609155228,-0.987733291509128,8.54753890488264,9.53527219639177,8.62951413105293,8.25710787783148,8.96206901908145,8.47200318443336,8.417000312014,8.90219336063095,9.18634200316699,10.134543443386,9.39562450721997,10.057657667555
204557_s_at,NA,NA,-1.3140007165982,5.0505927945199,-3.88842806982185,0.00114067105107648,0.0240293278227835,-0.917797862323312,-1.3140007165982,4.54253741067413,5.85653812727233,4.62769709894722,4.48351014298578,4.4221581227041,4.48351014298578,4.69581154574778,5.71609601482969,4.96088592212254,5.05610404898131,7.32528744513787,6.22431720529025
211352_s_at,NA,NA,0.760892580396294,6.66653002946082,3.88238664335764,0.00115587520537547,0.0242979201877336,-0.930528523071829,0.760892580396294,6.87318605083032,6.11229347043403,6.68890952668225,6.72598871774961,6.90588229965101,6.7090969888514,7.33605272121733,6.04975922289268,6.12011618705773,6.17630316862918,6.02940903130552,6.18587974228503
202207_at,NA,NA,-1.12203723169474,9.33398592360752,-3.87547514430691,0.001173518459545,0.0245882126745953,-0.945091839102728,-1.12203723169473,8.87597480436265,9.99801203605738,8.62257007143821,8.37047965565457,9.32970502268046,8.82225904599224,9.23486022604775,10.3478472366486,10.6150000473422,10.0037197053858,9.11197030738594,9.91152288352436
203603_s_at,NA,NA,-1.36266702421101,6.2893511590198,-3.87503485524188,0.00117465150945193,0.0245882126745953,-0.946019548808397,-1.36266702421101,5.61010411631964,6.97277114053065,6.02273318320738,4.89115598689393,6.01273237323598,5.82750578807884,5.29639325018206,8.07988910191491,6.99184079150546,6.64168962600319,5.76944903786709,7.3809871453626
202308_at,NA,NA,1.14758519670883,9.29587282259911,3.87371639990428,0.00117805101743995,0.0246073483621793,-0.948797574361053,1.14758519670883,9.73691296223,8.58932776552117,9.93695723118058,9.30539870329897,9.68324397851072,9.65345462314211,10.1055102750176,8.57531398035037,8.59038810871603,9.16775354980668,8.24726591083955,8.3659172778932
218336_at,NA,NA,-0.998769813504859,10.923444467749,-3.87090886858336,0.00118532286688232,0.0246598779624059,-0.954713018756502,-0.998769813504856,10.530784590331,11.5295544038359,10.7169011650618,10.8176907349343,10.5492815877718,10.4505523558152,10.1194971080721,10.8386202447227,11.794783615359,12.0378064611087,11.5858343197058,11.3907273782832
221865_at,NA,NA,1.34667376025128,7.95454526333153,3.87082256805824,0.00118554710737352,0.0246598779624059,-0.954894850831963,1.34667376025128,8.79477373859272,7.44809997834143,8.48856237513532,7.99280325694343,9.20631610067234,9.57189848966034,8.71428847055216,7.29177326968811,7.2901139399126,7.68801784969912,6.77790734570081,8.19268748670653
218567_x_at,NA,NA,0.748954865822505,9.57534289294015,3.8686757932743,0.00119113892678256,0.0247031069463926,-0.959417980910073,0.748954865822506,9.960707784632,9.21175291880949,9.93967122032639,10.1692141514768,10.1873593609219,9.80254563346362,9.70474855697131,9.04877940742941,9.14825615914359,9.32136045348697,9.02500584063582,9.51536273335168
208924_at,NA,NA,1.22524179395587,9.87508340603422,3.86754882539003,0.00119408497694961,0.0247031069463926,-0.961792400828872,1.22524179395587,10.5429706468165,9.3177288528606,10.1408853601242,9.63472566873038,10.930037246872,10.4002351497288,11.608969808627,9.62508028516426,8.58764369087005,9.15765072483817,9.55371590891803,9.66455365451247
203564_at,NA,NA,-0.893536517377685,8.36642566794903,-3.86645135324874,0.00119696094181157,0.0247031069463926,-0.964104651699238,-0.893536517377689,7.85731588847911,8.7508524058568,8.03514046970435,8.25616436647888,7.72242943991213,7.59352181831666,7.67932334798355,8.14863122031311,8.79350047095253,8.89750708416949,9.31428642692751,8.60033682692138
209061_at,NA,NA,0.739078206944821,8.70126387711529,3.86620577935399,0.00119760542715568,0.0247031069463926,-0.96462204510114,0.739078206944823,8.92733034201111,8.18825213506628,9.02013498059805,8.61377544586213,8.89806019856641,8.86517827363005,9.23950281139889,8.39088283700356,7.99195383563085,8.15980259076846,7.96141296520519,8.43720844672336
203693_s_at,NA,NA,-1.09494944585461,8.3938243205888,-3.8631121774293,0.00120575414828197,0.0247541321949878,-0.971139772291799,-1.09494944585461,7.98974281356843,9.08469225942303,8.08158680308114,8.51444071852727,8.39993404814266,7.61830559859227,7.33444689949878,8.69922865201544,8.50587900899563,9.41713524792363,9.50299940323999,9.29821898494048
201662_s_at,NA,NA,0.89621162198981,10.8400924305189,3.86310178610844,0.00120578161305653,0.0247541321949878,-0.971161664824077,0.896211621989805,11.3483894088798,10.45217778689,11.1799927093004,11.2639684773636,11.394339781231,11.761656542876,11.141989533628,10.2494224791048,10.0980655167399,10.5500355636751,10.789420785749,10.5739445891812
213341_at,NA,NA,1.43030431927499,8.45204166897177,3.86233224860698,0.00120781728252677,0.0247541321949878,-0.972782927487865,1.43030431927499,9.3660475892968,7.93574327002181,8.78054723245609,10.7967563525328,9.11244972350418,9.42864081888575,8.71184381910519,7.89865757365373,8.16815878110709,7.8516779558036,7.49068590498694,8.26953613455771
215931_s_at,NA,NA,0.708263653555695,5.87994643976988,3.86147848500366,0.00121007978814,0.0247541321949878,-0.974581623528523,0.708263653555695,6.22206285928315,5.51379920572746,5.89705818909183,6.0508409003816,6.45669185147156,6.55849964526916,6.14722371020161,5.45852982482368,5.31530109401347,5.68635250117084,5.4485690247332,5.6602435838961
201628_s_at,NA,NA,-0.758143239483116,10.643425072981,-3.85832987499796,0.00121846050824228,0.0248741803960965,-0.9812149352043,-0.758143239483115,10.2529027586191,11.0110459981022,10.5485734634117,10.2039370519283,10.3201908135489,9.97524504116755,10.216567423039,10.8815515966053,10.8942964889694,11.4552790758957,11.0232158746264,10.8008869544142
218868_at,NA,NA,-1.62445777383266,7.18504095759746,-3.8495745880901,0.00124207169658661,0.0252192783235445,-0.999658951190934,-1.62445777383266,6.43507485990344,8.0595326337361,6.64079634841448,6.2011546618034,6.42368478921247,6.34356093441859,6.56617756566826,7.29320700191798,7.38581081659788,8.38659335867516,9.40063417558545,7.83141781590404
213400_s_at,NA,NA,-1.25213885374566,8.75026948180535,-3.84841948495658,0.00124522081744044,0.0252192783235445,-1.00209218123909,-1.25213885374566,7.92107229988415,9.17321115362982,8.34162332715213,8.41371110932411,7.85157674498871,7.28545654102546,7.71299377693036,9.17328289783022,10.3797829146522,8.93746419072277,8.28442079331428,9.09110497162966
218924_s_at,NA,NA,1.05164919401434,7.55698298456728,3.84830664711132,0.00124552887229399,0.0252192783235445,-1.00232987305054,1.05164919401434,8.25696742348335,7.20531822946901,7.95282374751465,7.39964131497549,9.02805877954451,8.78779930185821,8.11651397352387,7.63227652824952,7.27080741227287,7.0842686514694,6.90779810732076,7.13144044803249
206734_at,NA,NA,-0.970008303289602,6.19075293649031,-3.84655250327204,0.00125032763519238,0.0252192783235445,-1.00602492229497,-0.970008303289603,5.84027030034129,6.81027860363089,5.64570079742623,5.75879963926354,6.01300131458917,5.85747009713023,5.92637965329728,6.42613108599427,7.80512087374931,6.34743167275022,7.11086335380584,6.36184603185483
219306_at,NA,NA,-1.29459691314657,7.44693084502497,-3.84538451267278,0.00125353314505669,0.0252192783235445,-1.00848521867794,-1.29459691314657,6.74362748372494,8.03822439687151,6.96573406401687,6.39416933991492,7.70942700439453,6.59606749153046,6.0527395187679,7.48232067921363,9.04676123667615,8.17925254093942,7.87257546906081,7.61021205846753
219403_s_at,NA,NA,-1.09398804979132,8.14425957490548,-3.84516232864907,0.00125414385299965,0.0252192783235445,-1.0089532313146,-1.09398804979131,7.74185224563598,8.83584029542729,7.38305294296956,7.64738508815394,7.59066207818878,7.98773832324603,8.10042279562158,9.5009030134899,9.02847902770278,9.07426303472148,7.85656587040893,8.71899053081338
202641_at,NA,NA,-0.800466135601049,9.38960887535031,-3.84488832903471,0.00125489739482312,0.0252192783235445,-1.00953038770802,-0.800466135601049,8.72639602521632,9.52686216081737,8.39266776918437,8.83367441500356,8.75594701607223,8.64488609649512,9.00480482932632,9.5188315594244,9.87641030436783,8.93934064001214,9.73226510467289,9.56746319560961
202660_at,NA,NA,-1.33150551489158,6.95111806575403,-3.84458131521851,0.00125574226982198,0.0252192783235445,-1.01017708356737,-1.33150551489158,6.40217828900307,7.73368380389465,6.6168273037119,6.53167334008756,6.32592668361832,6.46579192218138,6.0706721954162,7.09414222604464,7.27846839515755,8.63394593667978,8.37794838970029,7.283914071891
200832_s_at,NA,NA,1.73877633664548,10.4685299009737,3.8405020987636,0.00126702215747304,0.0253943044152643,-1.01876935994561,1.73877633664548,11.3584716201093,9.61969528346378,11.9228262584227,10.0615792590878,10.8758299520058,11.3309319402334,12.6011906907966,9.64356150570433,9.48737254283229,10.1051977232448,9.33131166881047,9.531032976727
219598_s_at,NA,NA,-0.928233501646606,10.0017241198467,-3.838590508623,0.00127234298151837,0.0254494300202291,-1.0227957095912,-0.928233501646604,9.60384199086707,10.5320754925137,10.0345362326516,9.43992237348377,10.1538302155613,9.66320299648984,8.72771813614887,10.4615114642724,10.5659337860213,10.2076212679742,10.9396990620223,10.4856118822781
206746_at,NA,NA,0.703537337831431,6.81079387520371,3.83705939384402,0.00127662091088016,0.0254749012690968,-1.02602060635261,0.703537337831432,7.18961666768005,6.48607932984862,6.96956117166448,7.54890808571449,7.44922561859085,7.0611265202091,6.91926194222135,6.41848843405399,6.34985832972658,6.67096970145992,6.68828965428203,6.30279052972059
211675_s_at,NA,NA,-0.987853237849444,9.58681562914598,-3.83629488366311,0.00127876234024251,0.0254749012690968,-1.02763082751179,-0.987853237849444,9.08431094307728,10.0721641809267,8.93489727101453,8.41344200673015,9.17864600916414,9.25083589066497,9.6437335378126,10.802508715556,10.0409570435559,9.63261569587678,9.64393242200758,10.2408070276374
202161_at,NA,NA,-0.685534929626801,7.30839923648064,-3.82650259467232,0.00130651132303449,0.0259317988890671,-1.04825416997767,-0.6855349296268,6.89630218059954,7.58183711022634,6.92322718066746,6.97676813998114,6.65189053585558,7.05577099717134,6.87385404932217,7.5428616994918,7.23519832488015,7.71580207774062,7.63068458742883,7.7846388615903
201196_s_at,NA,NA,-1.38229042709605,9.25445095076651,-3.82390936774531,0.00131396037665924,0.0259317988890671,-1.05371529708404,-1.38229042709605,8.8372045189809,10.2194949460769,8.81228183271349,8.27999915534395,9.98667935900463,8.85665310675265,8.25040914108976,9.96187409921028,9.94814013395752,10.6883287087887,10.028593243253,10.4705385451752
201738_at,NA,NA,-0.932681093080575,10.2000829535308,-3.82390802827309,0.00131396423526758,0.0259317988890671,-1.05371811785854,-0.932681093080575,9.72051670596301,10.6531977990436,10.1825005630682,9.26294214521358,9.68952093674921,10.2091154163175,9.25850446846661,10.8130093128562,10.4808067142656,10.1143333428952,11.1054428184423,10.7523968067586
213410_at,NA,NA,-1.08390505834337,8.03445998912617,-3.82385445581263,0.00131411857038659,0.0259317988890671,-1.05383093526194,-1.08390505834337,7.43543026628702,8.51933532463039,7.52047889241721,6.84776294454626,7.54460577014739,7.18394380221257,8.08035992211167,7.59832786131765,9.06144459187469,8.3211783113042,8.98651992701722,8.6292059316382
213137_s_at,NA,NA,-0.975788485987996,8.52193376784786,-3.82362050909018,0.00131479275248073,0.0259317988890671,-1.0543235990934,-0.975788485987996,8.07577603233605,9.05156451832404,8.18639940191793,7.64327989970952,8.7241641667717,8.37215897069971,7.45287772258138,8.84055689102729,8.6142117454347,9.1692677369791,8.90105226879983,9.7327339493793
203026_at,NA,NA,-0.901390538167043,9.10855229213928,-3.82140576646261,0.00132119233047848,0.0260041901798568,-1.05898750952328,-0.901390538167043,8.60353999306018,9.50493053122722,8.78256378563425,8.83491636225438,8.65378200764038,8.47787457580361,8.26856323396825,8.93424673515035,9.74161774496797,10.0038350925655,9.67603283237753,9.16892025107472
203343_at,NA,NA,1.35598710423129,10.5678101256901,3.82053534546134,0.00132371597319946,0.0260041901798568,-1.06082044721022,1.35598710423129,11.0624276912957,9.70644058706437,11.2937508795835,10.0272405714415,10.5189880374782,11.6217168542801,11.850442113695,10.3275366165213,9.90082260629715,9.18807005293899,9.73015915831985,9.38561450124455
221669_s_at,NA,NA,1.01551562121796,7.03458651211251,3.81922536445347,0.00132752314984568,0.0260152773093912,-1.06357897402846,1.01551562121796,7.70183561876857,6.68631999755061,7.42717272529551,6.85173595751509,8.53653946576135,8.1286017978546,7.56512814741632,6.69735338586389,6.54928393144473,6.81540284402781,6.3647338863654,7.00482594005122
204700_x_at,NA,NA,-1.03990406614801,8.38265542225371,-3.81822170115087,0.00133044749708171,0.0260152773093912,-1.06569243247033,-1.03990406614801,7.84003673461547,8.87994080076348,8.28588486913671,7.7039038077849,8.19005952689852,7.65549525956872,7.3648402096885,8.64876130349821,8.88198966351131,9.21876199564623,9.25314953668609,8.39704150447553
215856_at,NA,NA,1.16996510557709,7.70055357202918,3.81763396124393,0.00133216297301902,0.0260152773093912,-1.06693004962512,1.1699651055771,8.44181866158636,7.27185355600927,8.01382772676601,7.96537920788122,8.9486791493698,9.67376432580606,7.60744289810872,7.33189139636315,6.9755747492761,7.39126501742259,7.61425594124185,7.04628067574264
204748_at,NA,NA,-0.992899921999049,5.23474020161374,-3.81648422787871,0.00133552518350736,0.0260295961454851,-1.0693510413607,-0.992899921999047,4.87967570170608,5.87257562370513,4.82676394574518,4.8586738683625,4.67772926694367,4.96329784303023,5.07191358444883,6.77060420404921,5.08699381403849,5.77734068300612,5.55837495767298,6.16956445975885
209146_at,NA,NA,1.50013945780989,9.1634913729932,3.81403812525175,0.00134270671172784,0.0261181515772444,-1.07450167286657,1.50013945780989,10.0340882286351,8.53394877082523,9.65691956200852,8.56365420412355,10.563493136373,10.212026887847,11.1743473528236,8.12350669655774,9.14164051129109,8.68717934128461,8.46679934014879,8.25061796484395
204165_at,NA,NA,-1.01388186901424,7.17062228633158,-3.81195409032457,0.00134885573778924,0.0261500980667964,-1.07888978378587,-1.01388186901424,6.73237639288983,7.74625826190407,7.50964119917592,6.51176157561948,6.20740444339872,6.41949889097566,7.01357585527935,7.90400853408416,7.58902636945806,7.8234943505786,8.07259252325256,7.34216953214698
202236_s_at,NA,NA,-0.885241502498179,7.79365056095557,-3.81132043501285,0.0013507309456272,0.0261500980667964,-1.08022397379772,-0.885241502498181,7.44940399510737,8.33464549760555,7.16031836393463,7.27533568719405,7.66167256331971,7.40023934442941,7.74945401665903,8.2251765314261,7.91787660285024,8.71397936942397,8.01971946430875,8.79647552001869
204579_at,NA,NA,1.53297953823951,6.83433641361012,3.81080017805823,0.00135227251895766,0.0261500980667964,-1.0813193898049,1.53297953823951,7.69010281642733,6.15712327818782,6.7569685476803,8.22681558467993,8.47623128670568,8.55305985573814,6.4374388073326,6.2622446671085,6.2993914292329,6.08726927617603,6.20509337836887,5.93161764005282
210889_s_at,NA,NA,-1.17013996485603,8.11083023082971,-3.80676907962563,0.00136427691348605,0.0263308103711996,-1.08980671774907,-1.17013996485603,7.65076000783133,8.82089997268736,7.50706231226325,7.95509683893663,7.71400262399067,8.00560503037532,7.07203323359081,9.16016372829458,9.5855596373287,8.8946584676295,7.72959005477013,8.7345279754139
204168_at,NA,NA,0.941837343548899,10.0995396667074,3.80269312402265,0.00137652335416294,0.0265154819641387,-1.09838800412239,0.941837343548899,10.6119330968964,9.67009575334747,10.2087119368503,10.3266811992602,10.6520568404076,10.7895476794139,11.0826678285499,10.0420342085108,9.7260116199372,10.0224821053679,8.88941332105759,9.67053751186386
208127_s_at,NA,NA,-0.947512111826382,7.62127876200589,-3.79839561076363,0.00138955466022472,0.0267145256133688,-1.10743520339197,-0.947512111826381,7.1281721576056,8.07568426943198,7.1330151627914,6.98178783286778,7.35137000717726,6.5805791146912,7.59410867050037,7.92262626586436,8.32499531332089,7.88162702399466,8.12685437055264,8.12231837342737
210147_at,NA,NA,-1.35949480280998,5.55831853372194,-3.79560067650243,0.00139809589723618,0.0268266424002624,-1.11331884275507,-1.35949480280998,5.11465708777824,6.47415189058822,5.0422119307397,5.07410589892494,5.00310454570688,5.12191337979696,5.33194968372274,5.81852887114243,6.4847414881358,8.03129235130103,5.21252192061034,6.82367482175151
219257_s_at,NA,NA,-1.05115285212054,8.98224807052509,-3.79313005908085,0.00140568976872287,0.0268877995903628,-1.11851955676105,-1.05115285212055,8.61288892667276,9.6640417787933,8.62039903597593,8.80776609263326,8.798511111514,8.05674026352269,8.7810281297179,9.80917597919034,9.01701626683188,10.4908055745232,10.0070361144375,8.9961749589836
219286_s_at,NA,NA,-0.919993862276829,10.1583453198562,-3.79279769498834,0.00140671449225411,0.0268877995903628,-1.11921917713121,-0.919993862276833,9.72346726476215,10.643461127039,9.5600648336687,9.73817229306518,10.3580158725708,9.56013872644024,9.40094459806588,10.1224571104371,10.7394211935475,10.9500581775885,10.7641446350551,10.6412245185668
219540_at,NA,NA,-1.11316582251233,7.73301136937126,-3.79145892834107,0.00141084966608651,0.0269148796607371,-1.12203722102378,-1.11316582251233,7.13710321841873,8.25026904093106,7.70304166826575,6.5202195422094,8.02050685411796,7.10822648824967,6.33352153925087,8.07826779473516,7.99285065061802,8.69256964968821,7.86697787581079,8.62067923380313
200600_at,NA,NA,-1.09235843529846,9.39817982519781,-3.78391425441585,0.00143438204976129,0.0273111859128588,-1.13791734015127,-1.09235843529845,8.91879003338209,10.0111484686805,9.30580498294352,8.5728147231556,8.54983492680377,9.09730147137759,9.06819406262996,10.0977165014908,10.5199382996748,10.1215689716232,8.81979466478803,10.4967239058259
213581_at,NA,NA,-1.1396693188734,8.31573885823388,-3.78198105740925,0.0014404747728981,0.0273505266739513,-1.14198605493877,-1.1396693188734,7.71966346494315,8.85933278381654,8.29195408154054,7.48612481251196,8.10174199881434,7.95700825922012,6.76148817262876,8.23252083892042,8.83995974692335,9.42513684385983,8.65949901431889,9.13954747506023
202087_s_at,NA,NA,-1.04595650367854,11.4587885826739,-3.78083434833194,0.00144410100220098,0.0273505266739513,-1.14439942405893,-1.04595650367854,11.0800755957833,12.1260320994618,10.4840414764954,11.160118215799,11.3673148048713,11.5860006418968,10.802902839854,12.7336584717998,12.6481409098753,12.1775314415235,11.2590925969963,11.8117370771142
219607_s_at,NA,NA,-1.65585309416253,8.88781575416439,-3.78063402300689,0.0014447354257627,0.0273505266739513,-1.14482102510715,-1.65585309416253,8.27487750713694,9.93073060129947,8.67789771793185,8.32793620520837,8.18928263246777,9.45851347691335,6.7207575031634,10.4571918426651,10.1492145324544,10.2641462624324,8.51792818578001,10.2651721831655
218800_at,NA,NA,1.10591456353242,5.15261093088749,3.77960890416935,0.00144798630902703,0.0273597565757188,-1.14697845042164,1.10591456353242,5.90811098288082,4.8021964193484,5.88358057194688,4.74245114762309,6.19191745051126,5.78752279819485,6.93508294612804,4.59591922327277,5.14160384718493,4.99240018525995,4.69952341429481,4.58153542672953
221882_s_at,NA,NA,0.811049887803914,7.61540825384004,3.77578322358463,0.00146018314465249,0.0275000102210182,-1.15502951336972,0.811049887803915,8.02334988258601,7.2122999947821,8.11149384050865,7.99523655058438,8.70622588913538,7.82856361327268,7.47522951942898,7.3964781511931,6.92897321551517,7.04118589429474,7.29800409190062,7.39685862100686
200762_at,NA,NA,-1.29070055969153,10.2492057431382,-3.77553936331737,0.00146096408203773,0.0275000102210182,-1.15554269505219,-1.29070055969153,9.5959194849144,10.8866200446059,9.96342291317293,9.0162345591701,9.1908281383055,10.1932904962631,9.61582131766037,11.2011033156781,10.5202690557977,10.1983778553574,11.9311201584039,10.5822298377925
214974_x_at,NA,NA,-2.59858980886572,6.2506461794607,-3.76805730252595,0.00148512870870064,0.0278846313665881,-1.17128699875693,-2.59858980886572,5.59548326251427,8.19407307137999,4.85152068615688,4.77361126188226,5.02476465550317,8.41913304817976,4.90838666084929,10.2494535159251,7.33901444121392,7.6268408073634,6.52772469301514,9.22733189938239
209800_at,NA,NA,-1.97157534459382,6.0441881017867,-3.76747374312855,0.00148703013448727,0.0278846313665881,-1.17251488408178,-1.97157534459382,5.38839096312865,7.35996630772247,5.54293612828338,5.43260351789927,5.23592411371705,5.15924707751874,5.57124397822482,6.35692881916583,7.36982733699358,6.20495722456301,6.67935797962722,10.1887601782627
203434_s_at,NA,NA,-1.62557520089961,7.07752699319516,-3.7634065030751,0.00150035030183861,0.0280812255926352,-1.18107254792667,-1.62557520089962,6.47114337153397,8.09671857243358,6.1577327347422,6.11980727803134,6.76942456710835,6.82900598529415,6.47974629249379,9.11991513948973,8.02311998400137,7.42281567332478,6.59317451639139,9.32456754896064
209122_at,NA,NA,-1.12407953704183,10.784317164818,-3.75890940607665,0.00151521716786916,0.0282837776509402,-1.19053394607551,-1.12407953704183,10.6058103051548,11.7298898421966,10.736937348759,10.7842507413101,10.128047773598,10.6899078310533,10.6899078310533,12.2965417352252,12.5133140804041,11.6651916267589,11.4844939375414,10.6899078310533
203431_s_at,NA,NA,1.0080955609162,8.03918376811733,3.75840742680383,0.00151688576231181,0.0282837776509402,-1.19159000877241,1.00809556091621,8.46484597159107,7.45675041067486,8.31596235835675,8.70334427441142,8.80964202590269,8.27583112866241,8.21945007062208,7.24807162159587,7.07575391738006,7.49936241892516,7.25784885233776,8.20271524313546
204306_s_at,NA,NA,1.06492394337501,9.14143670259095,3.75726726823855,0.00152068251204081,0.0283012735934513,-1.19398863635795,1.06492394337501,9.71899505078087,8.65407110740587,9.95189281671227,9.62648910617201,9.60236104764211,10.377125656739,9.03710662663898,8.16376871300497,8.20586328031456,8.9523065105173,9.09833777487854,8.85007925831396
212177_at,NA,NA,-0.74033144740878,7.33635437031774,-3.75568657076684,0.00152596198539513,0.0283325587344696,-1.19731397409348,-0.740331447408781,6.87185224937349,7.61218369678227,6.79398855538606,6.96955093898197,6.91284705312373,7.20652690428231,6.4763477950934,7.502135678964,7.55311880007733,7.41935613914854,7.80314221807203,7.78316564764947
212071_s_at,NA,NA,-0.831816229121058,10.3289432572779,-3.75505196576397,0.00152808669469819,0.0283325587344696,-1.19864897587829,-0.83181622912106,9.97797431663707,10.8097905457581,9.81771263573265,9.94248218655822,10.1303053383961,9.67571418494053,10.3236572375579,10.4839169648731,10.9277365907003,10.7983110765184,11.0917450399064,10.7472430567923
218349_s_at,NA,NA,-0.833345218183026,7.61610741563817,-3.7495065741773,0.00154677939421218,0.0285397679653475,-1.21031401429474,-0.833345218183026,7.15594658091549,7.98929179909852,7.2675074250608,7.2071949410568,7.38298773846595,6.47266312202522,7.44937967796868,8.04311464996139,7.65330195009895,8.4884224710636,7.82109153363442,7.94052839073422
220177_s_at,NA,NA,-2.04386395408654,6.95595535578714,-3.74944354411601,0.00154699316769255,0.0285397679653475,-1.21044659469822,-2.04386395408654,5.96457456812854,8.00843852221508,6.04361384890565,6.04900648548007,5.9741057494534,5.7044035499908,6.0517432068128,8.21980175511474,9.95271434030859,7.0807222273271,5.80596311897716,8.98299116934781
214844_s_at,NA,NA,-0.726701535515806,8.31049135452594,-3.74917336431971,0.0015479098472267,0.0285397679653475,-1.21101490187146,-0.726701535515803,8.02036170849193,8.74706324400773,8.18466864080548,7.86136992121664,7.69791818773325,8.05461689745955,8.30323489524472,9.13621611856309,8.88270390746627,8.61458396824646,8.87201491557279,8.22979731019006
212549_at,NA,NA,-0.660899021842742,8.62623963854086,-3.74653265009346,0.00155689802817991,0.0286107478871398,-1.21656933732989,-0.660899021842742,8.20094049639528,8.86183951823803,8.21999773196394,8.04609236313236,8.17314339640356,8.11224505537139,8.45322393510518,9.0172773544926,8.49326765818611,8.83858329172346,9.10226260049195,8.85780668629601
213574_s_at,NA,NA,-0.870572297091467,9.95423311179879,-3.74634493155872,0.00155753894668905,0.0286107478871398,-1.21696417102533,-0.870572297091469,9.40010956333952,10.270681860431,9.79023897386988,9.45100756224574,8.8610513292345,9.4805900381944,9.41765991315308,10.0285202551221,10.0289270601029,10.622725469587,10.6593978473743,10.0138386699687
218345_at,NA,NA,-0.925156109829299,10.1654846316119,-3.74440020473378,0.0015641942710821,0.028634196237755,-1.22105448789727,-0.925156109829299,9.63537061639046,10.5605267262198,9.55777005473245,9.72808647300278,9.55418988341118,10.4373115102619,8.89949516054402,10.951440646362,10.1022207450677,10.507794569933,10.4496636642743,10.7915140054617
207828_s_at,NA,NA,-1.46336091274046,9.20480394382919,-3.74404986558477,0.00156539623371909,0.028634196237755,-1.2217913354039,-1.46336091274046,8.55455461448857,10.017915527229,8.88442361916751,8.74794532531984,9.43346996962603,8.07365017029137,7.6332839880381,9.48511961177477,10.0327347671577,10.8517090136105,10.5692666176897,9.15074762591255
221959_at,NA,NA,1.08351309235226,8.3016636150114,3.74271134137986,0.00156999702152682,0.028634196237755,-1.22460652872038,1.08351309235226,8.93747767127842,7.85396457892617,9.80853635899782,9.32209883507382,8.68832274029173,7.72454765409021,9.14388276793854,8.07226388817568,7.65108497478597,7.91805967638944,7.83289251492207,7.79552184035767
