,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,A,B,GSM26878.CEL,GSM26883.CEL,GSM26887.CEL,GSM26903.CEL,GSM26910.CEL,GSM26888.CEL,GSM26889.CEL,GSM26892.CEL,GSM26898.CEL,GSM26906.CEL
212442_s_at,NA,NA,1.40113030236468,9.56910493942887,6.31045516204169,7.08980690644918e-06,0.00140392356361507,3.99075120528089,1.40113030236468,10.0310139667351,8.62988366437043,9.62208202768674,10.2940624506746,9.64780629652414,10.2214055815467,10.3697134772434,8.37190221028701,8.67453556207382,9.01656168393948,8.74899379681082,8.33742506874104
215034_s_at,NA,NA,-2.09390571247968,9.71092026764562,-6.27954031194608,7.53269177885512e-06,0.0014623761039695,3.93245779450356,-2.09390571247968,9.11519181027616,11.2090975227558,8.93314777684084,8.69193427841449,10.029679315582,9.09850775233935,8.82268992820414,10.4345641186282,11.807911477249,11.6812504386938,11.4383072833405,10.6834542958676
209900_s_at,NA,NA,-1.90372033856765,6.7052860322328,-6.24214530952905,8.10693367101647e-06,0.00154359135147565,3.8617587352195,-1.90372033856765,6.00228186707403,7.90600220564168,5.96617336495763,5.93909876760288,6.17047760948201,5.92797308864024,6.00768650468738,7.68130985137017,7.45200558169817,8.64482140390064,7.11858191937999,8.63329227185944
209170_s_at,NA,NA,-2.22379512614484,8.73693941682099,-6.23144085154107,8.27951589258392e-06,0.00154670729910327,3.84148336064136,-2.22379512614484,7.84532025358952,10.0691153797344,7.88472057809907,7.44824652405032,8.59000331561329,7.24254060732137,8.06109024286357,9.66007264697103,9.79079223091317,10.0073070757446,9.75335472206169,11.1340502229813
205401_at,NA,NA,-1.5587275193144,7.46554751960321,-6.20662214400502,8.69443423515152e-06,0.00157143679098877,3.79441005253282,-1.5587275193144,6.56475267179207,8.12348019110647,6.3875386685246,6.88624863951507,6.44926394427421,6.75830331973335,6.34240878691311,8.1061471718854,8.47599831762114,8.06645587752097,7.47459450148239,8.49420508702245
208763_s_at,NA,NA,1.18475458240168,10.4757445208562,6.20459139061094,8.72932264461999e-06,0.00157143679098877,3.79055439417024,1.18475458240168,11.0919138200523,9.90715923765065,11.0749532958825,10.9381077333439,11.1649133163603,10.9081031409934,11.3734916136815,9.84082636245616,10.0716420762958,9.81610767637712,9.77394444573089,10.0332756273933
219303_at,NA,NA,-1.31658341325905,7.93721814834071,-6.19370203383982,8.91888804695258e-06,0.00157689125987281,3.76986929378883,-1.31658341325905,7.22983030429471,8.54641371755376,7.53912591956477,7.03868687425479,7.51721176034876,6.95367568700573,7.10045128029949,8.08913888457585,9.14553260152774,8.53397256439845,8.44820634841496,8.51521818885178
203740_at,NA,NA,1.56880364350984,10.9084391325635,6.16816764659892,9.38028283585529e-06,0.00160923732761291,3.72129764993264,1.56880364350983,12.0026428957389,10.433839252229,11.6974444325161,11.6570668547892,12.1741213359061,12.4885060350739,11.996075820409,10.029679315582,10.0427592915625,10.8237216772707,10.7339649756517,10.5390710010782
200862_at,NA,NA,2.68516703616173,10.7317206567604,6.16566020735418,9.4269028382536e-06,0.00160923732761291,3.7165229077665,2.68516703616174,12.1319175859998,9.44675054983809,11.8836610122408,11.2096043319639,12.5906645403351,12.4587090012575,12.5169490442019,8.34979783839371,9.79947289836715,8.37628438103358,9.86053416462685,10.8476634667691
203741_s_at,NA,NA,-1.44648842057925,7.45106385987192,-6.14719791215665,9.77762792359721e-06,0.00164081854358535,3.68133853512894,-1.44648842057925,6.60962107175275,8.05610949233199,6.85465635430145,6.73005653225147,6.84208265147244,6.52949739377659,6.09181242696179,8.33528648337404,8.19798821202211,8.12877222722734,7.2881975607606,8.33030297827588
213298_at,NA,NA,1.12476637680003,7.71412431828427,6.13721690398164,9.97282735294039e-06,0.00164568272702438,3.66229686986628,1.12476637680003,8.32160229913496,7.19683592233493,8.84742198912318,8.19306610966647,8.15048273789599,8.3018271265727,8.11521353241647,7.3047921394075,7.11995901930956,7.19275198977072,7.31145316518532,7.05522329800155
213680_at,NA,NA,-3.50103683832176,9.14132541961651,-6.12528666203093,1.02114450756229e-05,0.00165743471629086,3.63951768941894,-3.50103683832176,7.64093804325172,11.1419748815735,7.76540207619774,7.65876134935769,7.58249697490476,6.88172985915255,8.31629995664584,9.07147057410085,11.7324846267401,10.9526459886026,10.6562079751638,13.29706524326
212771_at,NA,NA,-1.45130150719159,8.50302574693328,-6.10448634438366,1.06416906649146e-05,0.00169940934311806,3.59975346374848,-1.45130150719159,8.03785475273694,9.48915625992853,8.05264555728041,7.64149453909933,7.95588547032717,7.84334184464232,8.69590635233547,9.04090481186271,9.75532177472686,10.0474829883175,9.36165160420849,9.24042012052706
201951_at,NA,NA,3.0555617008368,8.54556661139058,6.08470201358547,1.10683203075801e-05,0.00171265158197695,3.5618740488531,3.0555617008368,10.1557314158212,7.10016971498436,9.7380821971991,8.42600990651525,11.5535781177754,10.4487396660818,10.6122471915343,7.07675446078743,8.41797040326737,6.47198745665944,6.48548248256572,7.04865377164185
218738_s_at,NA,NA,-1.53751061452963,9.47403814192379,-6.08459984589935,1.10705687553302e-05,0.00171265158197695,3.56167829173349,-1.53751061452963,8.61960160488032,10.1571122194099,8.68913594601315,8.06871546324788,9.09478085293571,8.59823007824813,8.64714568395672,9.5160691339609,10.0512119914185,10.3623975536392,10.5907073204267,10.2651750976044
209799_at,NA,NA,1.62321072586543,6.09087151252176,6.02829600782653,1.23844175695569e-05,0.00186625321150744,3.45357197540799,1.62321072586543,7.25721994862828,5.63400922276285,7.10581062551621,6.15931672573976,8.04551425497904,7.17387554474219,7.80158259216418,5.71351465597065,5.4771281173334,5.73686574587044,5.52664896972829,5.71588862491146
203797_at,NA,NA,-2.16672979696552,9.20977858683638,-6.01917752140565,1.26119030992099e-05,0.00186625321150744,3.43602167885373,-2.16672979696552,8.48278941520057,10.6495192121661,8.42825857659713,8.28777741227896,8.38948710582988,8.23865731757297,9.06976666372394,10.2964199823107,11.2715067015877,9.20223545120132,11.8590049441925,10.6184289815383
204044_at,NA,NA,1.34208124470618,9.0075447083264,6.01277275647436,1.27742647777722e-05,0.00186625321150744,3.42368743726974,1.34208124470618,9.7648961009079,8.42281485620172,9.56598233108796,10.2290660401081,9.63106317615263,9.90900406316436,9.48936489402643,8.71358162689448,8.0965272757014,8.37579000417504,8.99113818231615,7.93703719192152
209366_x_at,NA,NA,1.54668231977587,11.4722190907876,6.01108475750172,1.28174142392189e-05,0.00186625321150744,3.42043573840078,1.54668231977587,12.3827962275464,10.8361139077706,12.9061466476199,12.0076432402286,12.0331876434612,12.578765273804,12.3882383326185,10.5219575547021,10.7728825027029,11.6693489899533,10.150096040542,11.0662844509525
206827_s_at,NA,NA,1.51073171118873,7.67672231408902,5.99124831684509,1.33359108553705e-05,0.00191360657071049,3.38219343836436,1.51073171118874,8.71625455389235,7.20552284270361,8.84225880046269,8.30563314553657,8.02410100906379,8.69874173694248,9.7105380774562,6.93588470128943,7.19630545880983,7.39282099635274,7.26215135539563,7.24045170167043
205221_at,NA,NA,1.65271185926808,6.81787347809551,5.9768337740791,1.37262420588049e-05,0.00194147889463182,3.35436915861233,1.65271185926808,7.7691706654321,6.11645880616401,8.78385701492566,7.50903586411912,7.44916926616513,7.58177619314027,7.52201498881031,5.9758323178325,6.04510735537434,6.20397454498133,6.25681818665833,6.10056162597355
203637_s_at,NA,NA,-2.32605173554965,7.5295201543422,-5.93264774997482,1.49979280924945e-05,0.0020678150604708,3.26889572662169,-2.32605173554965,6.83651400527514,9.16256574082479,6.82332291737652,7.2047835169788,6.68217331846178,6.28779316131245,7.18449711224614,10.3495272256001,10.113144014062,8.37120859738232,7.99255360490002,8.98639526217947
215726_s_at,NA,NA,1.71742862949673,10.5153185690016,5.91823315640123,1.54386110162834e-05,0.0020678150604708,3.24095317732868,1.71742862949674,11.4985126717154,9.78108404221864,11.8529484635388,11.0655851373622,11.1689064163369,11.5372079876624,11.8679153536765,9.32431718038477,9.81712287269511,10.5881754630528,8.86621234674849,10.309592348212
218963_s_at,NA,NA,-2.59121308416461,7.56668831286299,-5.91805726805221,1.54440700561698e-05,0.0020678150604708,3.24061204094979,-2.59121308416461,6.92018612615462,9.51139921031923,8.04157187515992,6.36440039007768,6.17451751576461,6.51698396800249,7.50345688176839,10.6426683365873,10.1752160648299,8.72097375155576,9.96905559404762,8.04908230457557
213441_x_at,NA,NA,1.11000851709718,10.1218017139578,5.91771063561368,1.54548343071244e-05,0.0020678150604708,3.2399397329216,1.11000851709718,10.6097081938564,9.49969967675923,10.5809980299126,10.6209457900934,10.2752700290249,11.1006016603587,10.4707254598925,9.64998556742225,9.3519025724158,9.71435653176496,9.57574088593028,9.20651282626289
211953_s_at,NA,NA,-1.89361902992609,8.23521602730072,-5.90819689400407,1.5753314984155e-05,0.00207964762210825,3.22148091924664,-1.89361902992609,7.20330459469338,9.09692362461947,7.34424294395628,7.07909986643887,8.20430740783884,6.39070998121131,6.99816277402159,8.69315688962964,8.62902987302942,8.79342420262274,9.55406884912392,9.81493830869162
212492_s_at,NA,NA,1.27562107825082,7.9676023955108,5.88838687561858,1.63940735503448e-05,0.00213575950292057,3.18300471761956,1.27562107825082,8.51503586572073,7.23941478746991,8.10578152222468,8.19160293260073,8.89896971617436,9.12097802144374,8.25784713616015,6.8305688974214,7.45630305070587,7.27725890933439,7.3330090627895,7.2999340170984
202589_at,NA,NA,-1.63374735114977,10.6259106387763,-5.87640519934544,1.67946198216087e-05,0.00215533502937536,3.15970684465952,-1.63374735114976,9.74977065916824,11.383518010318,10.0824960227685,9.68762201499449,10.4247691057898,9.43182788494403,9.12213826734444,11.6255820578588,10.6292365371563,10.9919779798761,12.0736468807871,11.5971465959117
208682_s_at,NA,NA,1.56994698386308,10.3560687090427,5.86595259483665,1.71522941329779e-05,0.00215533502937536,3.13936601278715,1.56994698386309,11.0744776227439,9.50453063888083,10.7831898297171,11.4308060286449,11.5157694478474,11.0540263602183,10.5885964472918,9.69201573646922,9.2648303482142,9.46748473003334,9.92066303166606,9.17765934802132
