;Symbol;GSM26878.CEL;GSM26883.CEL;GSM26887.CEL;GSM26903.CEL;GSM26910.CEL;GSM26888.CEL;GSM26889.CEL;GSM26892.CEL;GSM26898.CEL;GSM26906.CEL;GSM26879.CEL;GSM26896.CEL;GSM26897.CEL;GSM26907.CEL;GSM26911.CEL
117_at;HSPA6;7,54499142106273;7,56979930848415;7,45743404446625;7,48778630887844;7,58252210780641;7,51748438388714;7,69575655306611;7,44783318432793;8,31550951641113;8,27165187158071;7,59592132558221;7,48273255217683;7,31084047193639;7,49035531652697;7,41990258911598
1316_at;THRA;7,28402698219948;6,72447997967953;6,48658856875376;6,44825227121255;6,44858910975457;6,71203852569495;6,41480439080263;6,55087054114652;6,48900766082394;6,5444569825634;6,45628418491941;6,60109630621298;7,04856070678968;6,73007156647761;7,42040277534054
1405_i_at;CCL5;7,00203699742105;7,30715115758126;7,25915890513683;7,3876304818097;6,41762131594585;8,64972914963212;7,25382012888185;8,64784966974669;6,00367590535464;9,2892551973648;8,96341286482509;8,61914124227167;6,37888119615456;6,33379579404715;7,39960432940307
1438_at;EPHB3;7,49441880066109;8,16637185192057;7,76615851734692;7,62649870118924;7,82319380317977;7,78001271966017;7,83880927190834;7,66804845831977;8,74845873590447;7,38634169468452;7,69337143446723;7,85108477427674;7,41153629462418;7,80703179548049;7,87332013368213
1598_g_at;GAS6;10,3428613960375;10,9355071947393;9,65943702121903;10,2577578985965;10,5647693311282;11,0621236746016;10,8941029825106;9,79194988332139;10,676476494759;10,5990612692471;10,8371144217685;10,8611161185382;10,7250024215574;10,2520501038984;10,245185775331
1729_at;TRADD;9,18232742034591;8,88842503418155;9,12876386990012;9,32932016760184;9,1338115433093;8,78205772265698;8,87423356877541;8,73803419941452;8,33694113497057;8,9628767648021;9,15468847413645;8,65702253743845;9,15273909010011;8,49561802671032;8,57274867540778
1861_at;BAD;6,65981682056394;7,15314013121308;6,10931885789136;7,1488657953603;6,59600476268574;6,57098859556092;6,33437272007301;6,55797234359564;6,68767500797301;6,47348958582837;6,89482368989683;6,13269293575847;6,73666395059404;6,67154627427498;6,5315972369933
200000_s_at;PRPF8;9,13847758135478;9,16693476685823;9,02234160058104;9,41353787622925;8,85004840130697;9,17135351868734;9,56207635705697;9,43726934479855;8,99063790773905;9,52470935453911;9,24703999781064;8,80735471907987;9,53673126725984;9,31557682097427;8,78363121339524
200001_at;CAPNS1;11,0385381238736;10,598729362702;11,0617257349086;11,0806159066182;10,105922741702;10,5897919422886;10,2568819633262;10,5113803444138;10,0712602036815;10,2891333833917;10,5483568926953;10,0059621806098;10,6444247545522;10,7273851917104;10,1158329209422
200002_at;RPL35;11,4925488956328;12,1516673252616;10,9964174960097;11,6554854367559;10,9263219402699;11,6024363001295;11,6242678690601;11,8582507148622;12,1486773896405;12,2329387224669;11,6283961050088;11,3618147393529;11,5426735801115;11,620109210912;10,7675298283982
200005_at;EIF3D;11,1552320911083;10,7004033985761;10,7365198465436;10,641377089026;10,9864150350879;11,1788630488111;11,3532850507566;11,3993490797226;11,4343386638573;10,8676476189814;10,898148413033;10,6971492999759;11,05528872768;9,91050433344348;9,71993187188887
200008_s_at;GDI2;9,74719835065467;9,60552324468233;10,2354710649569;9,60197330181732;9,39582057004204;9,96500604416162;10,0674749984211;10,2414794739102;10,0493503846853;10,2438586907342;9,69576048915747;9,57832628830332;9,71123903289869;9,4784640228447;9,67394327760895
200010_at;RPL11;11,9425172092635;12,1901457096329;10,4084498165164;12,2199654765193;11,1817375036622;12,0846597391315;11,6412129357362;12,0544960593872;11,8435013332761;12,0144206360409;11,9045915843076;11,9110784094902;11,725061822966;10,6791242129385;10,7021290153574
200011_s_at;ARF3;11,2691432024076;10,5712486801287;11,1754002899447;11,1552554858662;11,2636986078337;10,5914706546157;10,5260099853759;11,024524964993;10,8695543868166;10,5616481493174;11,0391175308002;11,5960607698884;11,6521506591777;11,4662454505196;11,6819577799727
200013_at;RPL24;12,037126103388;12,2684062237861;11,636940783951;12,1458696371935;11,8040340932089;11,9342942368646;12,3519667543917;11,8229198611474;12,5941902195571;12,2505996079252;12,0478954112168;11,5594330662364;12,0030823204252;11,6691688474668;11,127933969959
200014_s_at;HNRNPC;11,3754676833092;10,685788963823;11,6969388648109;11,4285451127105;10,9909787352378;11,1453675374613;11,3694023272708;11,4438696831152;11,5202374236997;11,3483940858016;11,2392822095823;11,6836259272036;11,4099322219465;11,6959734536926;11,2004044736968
200015_s_at;SEPTIN2;11,5986638229232;11,5937422314258;11,9041551758942;12,0484051509242;12,1221903511869;12,0147646694165;11,6636999538367;11,1812850745989;11,9117375059874;11,4210556813474;11,739384629643;12,1139130492204;11,9990440971056;12,2969879167482;11,9162081706436
200019_s_at;FAU;12,8424470485341;13,0953037265286;12,905626451622;13,1579234100433;12,5580345876833;12,9203850785933;12,4020590754521;12,8706188776032;13,0958083085928;13,3857863059037;13,1393021401666;13,0200394990783;12,7153076559535;12,9414576091116;12,2936591021303
200022_at;RPL18;12,3387416143344;12,0182081464027;11,6226053200903;12,1752038927831;11,3465502410836;12,0345366519537;12,1508734224373;12,4926127974826;12,8291678864506;12,7147679799894;12,039238428803;11,960259903042;12,1117329197547;11,8715505756627;11,2129061202411
200023_s_at;EIF3F;11,4277055337981;11,441643668301;11,2424477610088;11,4850356019279;10,514609564516;11,531077185343;10,8919862284507;11,0807286190028;12,2100557668289;11,4562415984415;11,3665844423353;10,8710952863799;11,6051841638958;11,3863216499423;10,9089835220083
200024_at;RPS5;12,4309014442507;12,2973558368069;11,8335797819753;12,2874367862447;11,2697494055781;11,9291194375658;11,8631163304949;11,5891200892328;12,5690171249502;12,7192862145645;12,0229794566582;11,8665422129477;11,9874294130425;11,9789182008763;11,8258602179972
200025_s_at;RPL27;12,8713952599713;12,8288022601013;12,0289289482878;12,6397730212335;12,2987768979726;13,0347590757556;12,5608436098552;12,8518692411222;13,4649698267756;13,0200102258443;12,6757558041571;12,7890863053867;12,9428187888317;12,8129215898983;12,4208939229807
200026_at;RPL34;12,4321429497578;13,0679411080054;12,0424842550596;12,397960538146;12,271837300251;12,5322195171416;12,3676156115858;12,5293770402613;13,2003919860503;12,6009202223509;12,4988507578616;12,5378811840673;12,6036148301288;12,6839026620483;12,3359975774464
200027_at;NARS;11,8443886100476;11,4090033569432;11,3821055954034;11,5957725153454;12,4075024207545;11,2831200307697;11,7610981983016;11,7785987697133;11,6953082630495;11,7669441994473;11,9772785626715;11,8471156202807;11,4643208659458;11,7189783347478;11,6170025494238
200028_s_at;STARD7;11,1566574720896;11,1062921643527;12,0066806653275;11,7041344371258;11,7574543811502;11,7681360212851;11,9878521565089;12,017614409473;11,9082715317413;11,7915091549753;11,5634422926938;12,2276911667081;11,3751558219716;11,4659311627865;11,9548504740317
200029_at;RPL19;12,0090421985157;13,5948897879966;13,7968826294533;11,6998567693703;11,0025205748187;12,0758442384695;11,12398451723;11,6973926283017;12,6489267701849;12,0828783893482;11,6912741780801;11,6554810014895;12,1655150247249;11,4805671878403;12,7436242433602
200032_s_at;RPL9;12,8282106889466;12,518119642522;12,3029726871605;12,6199597819638;12,6786205107231;12,8658184739832;12,6803720158598;12,6294319455002;13,3677259967233;12,6685371122097;12,6821997306209;12,8825620886382;12,9673385308433;12,9224607119821;12,2533550063339
200036_s_at;RPL10A;11,9113472296337;11,5703077686973;11,0462516728638;11,8985424319688;10,7773435815288;11,5619946593186;11,3320250851572;11,4224594082448;12,2987013561979;12,0503624895488;11,7037202330617;11,4624370026307;11,7061895829604;11,531596333817;10,7992907171539
200037_s_at;CBX3;11,298725266885;11,2080396547015;11,5090304448222;10,4680635821352;10,6139610796324;11,2836135656742;11,6150904182117;11,2620341763425;11,4277022222398;11,1389301916923;11,3294903039769;11,4801883733589;11,3647557808945;11,385438610672;11,6650548916111
200039_s_at;PSMB2;11,3881492391125;11,1670129071389;11,7149283138108;11,6722833859622;10,898783556969;11,2437392536058;10,6953985080672;11,9823338293655;10,7896038164428;11,8432997702243;11,2798263829235;10,6451706745036;10,4115905011918;10,7993631535576;11,2980496951539
200042_at;RTCB;10,4464360968574;10,1475948398643;9,91302639134021;10,0700324255005;10,7547993316816;10,4246587959935;10,2387894637065;10,6483294182008;10,4253093973741;10,0199776354386;10,3382633552843;10,0418608642541;10,2148663549281;10,0605030101567;9,79624722880175
200043_at;ERH;11,0986796963828;10,8891614444584;11,6993494665846;11,1338668032668;10,9013539921773;10,9083340970716;10,8509220658037;11,1734950163416;11,1348053595842;10,8052775994626;11,4285943440011;11,7452786373821;11,0098187378988;11,4890965023202;11,5158516796434
200047_s_at;YY1;10,853906512019;10,5232886736533;11,5687855872462;10,4303233576135;10,7457666913285;10,9407007431998;10,9740076776851;10,8375178525136;10,8428434392297;11,1527648432626;10,9774992656854;11,2084786752276;11,0750601617562;11,568495051553;10,9774992656854
200048_s_at;JTB;12,5116641675989;12,2970457638211;11,959828745416;12,2089596769479;12,2478886622833;11,7967517532014;12,6805470829661;12,5941386126028;12,5714194345184;12,3840968293419;12,0985105030516;11,6399680210925;12,770371963194;12,1021410803002;12,1462146014634
200049_at;KAT7;8,47561499843419;9,8328286755955;9,79250949758386;8,14763659597904;9,18476655276316;8,36622538266427;8,56019993764491;8,58800935852967;8,97581311385247;8,54202985280007;8,41432877977568;9,00939063509423;8,69929773612309;8,89711357026498;9,18145890608179
200050_at;ZNF146;9,91447572396398;9,71653440390277;10,4446981670758;9,11870569737705;9,40812792795228;9,58186781800572;10,0411870724252;10,513941013176;10,2865639231654;10,2064784360183;9,68127077015832;9,77696859004937;9,91205683715223;9,87531757149;10,0258874781993
200051_at;SART1;7,64287514552517;8,06607941384326;8,00981831431299;8,28079219477114;7,69579712648018;8,10255013320382;7,97714577670604;7,75116041139981;8,14729132597956;8,36629703824478;8,11968946774716;8,01702575209849;7,92401116828029;7,5427686426692;7,36647746984668
200052_s_at;ILF2;10,5242842009475;10,3164276704055;10,7212881480362;9,96928059549621;10,271144779249;10,681253515048;11,4253315160635;11,6782093767473;11,4438199887398;10,6517997997646;10,0904624500877;10,4917390148906;10,7296299373209;10,2750136025438;10,2998129850903
200054_at;ZPR1;8,31249165532005;8,16758400701773;8,85898274138919;9,37918219124848;7,91021516038749;8,30240048627387;8,00754636961586;8,46812334331196;8,41654370238647;9,40084874209738;8,44094491975403;7,72445399401203;7,84369069783077;7,64823051230134;8,07490021075242
200055_at;TAF10;11,1350663272286;11,2464561470133;10,7519583884292;11,2545484257722;10,5074402267595;10,3664177097665;9,46380141229539;10,3232191297333;10,613821699799;10,5845885524218;10,802538553199;10,0167812352799;10,7495185385122;10,6717476825761;10,3006055554548
200056_s_at;C1D;7,35365963325338;6,2607595881241;8,29916021021887;6,86765330677025;7,86769232011261;7,18633509295701;8,61197383129939;7,58043420686214;7,98188926563829;7,6966210769346;7,1313396107061;7,9455827733659;7,63719994599776;7,85014743185494;7,21269016793345
200061_s_at;RPS24;12,3134900117074;12,671137082551;11,7987274419326;12,424280220371;12,492636630743;12,3545579646183;12,7073184547355;12,4224026350813;12,7184199784598;12,6775157935097;12,464923094188;12,4039206423475;12,5341633355358;12,1590456642855;12,0015443381645
200066_at;IK;10,6765428941954;10,3838409327264;10,2318928004967;11,0661151417996;9,76449592974864;10,656910078095;11,2860535604211;10,5665166033005;10,7949780342579;10,941463503569;10,8035504565174;10,6936564094417;11,2158880618741;10,630707646341;9,48471693217627
200067_x_at;SNX3;11,255634529759;10,5054165624845;11,3061946518532;10,8632494103646;10,7869190906819;11,5032215043864;11,3799628982868;10,9267065900182;11,0580689182603;11,0224222485782;10,6454313765075;11,1209683577432;10,5741317395835;10,8262969320102;10,8329439659181
200069_at;SART3;8,60779148727325;8,37999625736022;9,25524273926108;8,3305433761028;8,04397712655527;8,65014497184527;8,76186679524724;8,85694710846913;9,9626002158449;8,95876741769615;8,81505516423783;9,56743667499636;9,22163853730824;8,97198700466428;8,77058916128695
200071_at;SMNDC1;9,18669776375175;8,63814883181532;9,20351042602876;8,30416070267784;8,88390804257457;9,54422928458474;9,89233340421157;9,62338494871537;10,2437647854167;9,95428022949085;9,45864054516536;9,5559543416421;9,32120379053208;9,94638948875405;9,0167922581128
200073_s_at;HNRNPD;10,7361076355679;10,8414020977897;11,1115657522096;10,2557218097132;9,93510027299981;11,1021741064985;11,2449628951894;11,0781933823495;11,2085667110998;10,8870880240591;11,1869197399213;11,2115602510841;10,976350675656;10,8495496902274;10,9434139863667
200074_s_at;RPL14;11,7057222952042;11,3147818797067;10,9890028647984;11,8824011618796;10,5194885113532;12,0486846384853;12,1198232569049;11,8005724315218;12,8897411058216;12,0553088297834;12,0397711748964;11,8082683237768;11,9526045447755;11,3004059911343;11,4140185670752
200075_s_at;GUK1;10,6116045300413;10,7320628187811;10,4087497469433;10,6358529519905;10,4427438438506;10,1316119978466;10,2031948069999;10,5751594938693;10,8045239755188;10,5222687330112;10,2630039309199;10,0474471189269;10,3088458488865;10,1587439405726;9,88351183031446
200076_s_at;KXD1;8,466295858759;8,30457856882821;8,38061455224512;8,50133581394338;8,39285890029804;8,46166033122292;8,25979525042331;8,61104979231209;8,76680591326715;9,05100099524554;8,68634122934382;7,9421754428799;8,22645010145526;7,90600915102521;8,13513943760829
200078_s_at;ATP6V0B;11,2053436617152;11,2797306364603;10,6675770204025;11,3310038086209;11,7917006558497;10,6488766859684;10,3095615907484;10,9510670650479;10,9350350198648;10,9700277198238;10,8066004236162;10,0111252838434;10,0072978695503;10,9541712167962;10,9697254647224
200079_s_at;KARS;10,428971441468;10,2650092607083;11,0141824216388;10,8215423132647;11,0288422329332;10,6011462066567;10,3874649300646;11,2724873186652;11,6473174965418;11,1111224969172;11,1630407780215;10,9533042684454;10,7951577061955;10,012137951269;10,1217858489658
200081_s_at;RPS6;12,5015726419547;12,3706875655317;11,3749388557735;12,3054704492406;11,5364083638994;12,7870038251595;12,7782820223853;13,1600385344139;13,2657200277521;12,9275182511204;12,4227905682803;12,5834963813323;12,7234729721453;12,3476586730527;12,0217020465049
200082_s_at;RPS7;10,5417742667146;10,7747654188654;10,2334607521846;10,6995786882376;10,2321179377105;10,68196517911;11,2859636785275;11,2477171537556;11,9632202068777;11,3118590058901;10,6763820473904;10,6232397961475;10,6251812906981;10,68196517911;10,0274418952443
200083_at;USP22;10,3544996515239;12,6805602028877;10,3803345708198;10,068234091846;10,3256367216205;10,1928508383019;10,4719816061104;10,0885283075484;10,1868295644846;10,2391623574127;10,3544996515239;10,5258020552667;10,9852996258005;11,0128935726422;10,2356481406643
200084_at;C11orf58;11,2991424115035;10,9918367038722;11,504924273605;11,2069604974947;10,6183328526648;11,1237324179917;10,8971308677288;10,9964146794499;11,6881369483094;11,1161565610669;11,3560469235925;11,1804622800977;11,5560966265088;11,6937819902326;10,8943050590458
200085_s_at;ELOB;10,0690327942417;10,4284719165581;9,85634523150894;9,9845711238536;9,31584555002954;9,86647640022908;9,9519468433008;10,183743812655;10,2703538272739;10,0048456076277;10,2645974060888;9,33684378653101;9,78207706770418;10,4515511196345;9,87609058869188
200086_s_at;COX4I1;11,3422911426034;10,8065271978423;11,1846025327639;11,5270095245761;11,1451185471293;11,0267014247643;10,8247180407501;11,2768992688071;11,8710877265218;11,3190606769503;11,3903136066232;11,044509032675;11,1101830224869;10,6023273381978;10,4541560637505
200087_s_at;TMED2;11,3601324069684;11,7481971565216;11,7861316229373;11,2623787255583;11,7315088607029;11,2375964969518;10,9996831408452;10,9585953886824;11,4075095809936;10,9450003692483;11,2531791333575;11,3093441160417;11,4581692968617;11,5310503387572;11,7602056652207
200090_at;FNTA;10,9448638448721;9,95512456506938;11,9348906108419;11,2014307064442;11,2218431700041;11,3184592371447;11,4425623117798;10,985949908625;11,3237587769961;11,5576422360306;11,1297827262386;11,4244382040256;11,3795869564932;12,2960612841329;10,8949576533337
200091_s_at;RPS25;11,8572087424378;11,8943922428147;11,6453719197604;11,7071502592489;10,8649103587711;12,1390074046279;11,7274906201539;11,6621040290591;12,1715177128348;12,1999812696026;11,846358510874;11,659240543724;11,6124434462621;11,2956756617045;11,5201555273831
200093_s_at;HINT1;11,3567365736185;11,2505895685522;10,8144228155855;11,6842312279689;9,48026527079373;10,3587967169339;10,2467057453791;10,7090370383826;11,2301854074925;11,4760018558979;10,1353677053312;9,88043192575059;11,076868545363;10,7892881023577;9,76055270536483
200094_s_at;EEF2;11,6266044547289;11,0225873419414;10,9774283194709;11,3339865314674;11,3219765491776;11,0485622343502;10,971570856249;10,5860355460432;11,3472341862113;10,9490235146262;10,834855985985;10,622365887194;11,417457848392;10,2451494442793;10,3858546884894
200096_s_at;ATP6V0E1;11,4629505576388;11,2404635655895;11,6888394410875;12,1894252857992;12,036552451856;11,5608901821969;12,0944034686012;11,4249787344872;11,132725157454;11,5146942171223;11,4205934960692;11,1804167198365;11,6745474689379;11,4285803868858;11,0760996552611
200098_s_at;ANAPC5;10,3095605297348;10,6738993689197;10,5265298205111;10,6940095912487;9,91745476525807;10,5521157073746;10,0841687941499;10,7098841717953;11,2335089917211;10,6405356035106;10,5521157073746;10,2024594056244;10,847689562969;10,4042522459742;10,4427817352414
200593_s_at;HNRNPU;9,76711643905237;9,65916602353377;10,5838884948829;9,47289058780596;9,64093270695745;10,0861548639344;10,6965384086921;10,5571387816939;10,4416893705615;10,2378117483574;11,0461569960905;10,3363288176029;10,1970924899939;9,53589678864793;10,4786721173352
200595_s_at;EIF3A;9,83160395068052;8,65269860119938;9,51632780745739;9,09532015460046;9,94636150955069;9,4360323911289;9,58450439688916;9,67368388525633;10,1143990045784;10,1813458601095;9,53556450242318;9,54857108796647;9,80017102252333;9,77934076003859;8,69535438420792
200596_s_at;EIF3A;10,2405855612805;9,81511433715549;9,86731075490843;9,84961542802848;11,1708185049131;10,0404250751775;9,9706340522346;10,0627633428532;10,4478871510976;10,5212663075193;9,9950741494457;10,0407182213662;10,3796817650397;10,1736251231651;10,4294981514239
200597_at;EIF3A;8,30936340248778;7,56020533749688;8,30472570341661;7,31686613683072;8,64000781252004;7,97965354471109;8,06373874315377;7,41477517552728;8,50542865677101;8,55053286212289;8,15516279338866;8,37249097297803;8,3501922025899;8,60097104472617;8,70854699181367
200600_at;MSN;9,30580498294352;8,5728147231556;8,54983492680377;9,09730147137759;9,06819406262996;10,0977165014908;10,5199382996748;10,1215689716232;8,81979466478803;10,4967239058259;9,2869533720973;9,44720768903956;9,18235323463391;8,82875379913279;9,57773677275045
200602_at;APP;10,4870971060485;10,7905717548443;10,0615387064911;9,88484065654052;9,13418853043299;10,3742311115414;10,6176119301624;9,53132457274409;10,2576262289694;10,1304170321423;9,40776495916758;9,99646844764871;10,2290934563878;9,26612598440833;10,3333580031313
200603_at;PRKAR1A;11,0367323316541;10,9327052955545;10,7047402266552;10,1823329312643;10,5987254877696;10,8031330939336;10,1778449699521;10,163751530994;10,6841654596309;10,5235573116211;11,0796711781805;11,0874090508023;11,6996811979709;10,9973699225989;10,7948707594106
200604_s_at;PRKAR1A;8,93957813658146;9,11403912127422;8,88243137579043;8,32963613794872;8,07030860281768;8,61707496178122;8,13782965324291;8,96533286987227;8,57796400458452;8,20941453072226;9,91885372285396;9,19023421726547;8,93210169713898;8,52357234229503;9,50152368391726
200605_s_at;PRKAR1A;10,8726888405836;10,5648614919284;10,6310081842334;10,0509039259494;10,348693453196;10,4874889117841;9,96434362819589;10,1484884110085;10,530219594991;10,4796508995549;11,1216077006328;10,8936001313251;11,6677948840301;10,5794941544065;10,8400073708242
200606_at;DSP;11,7444356835706;11,1279383916905;12,171164032018;11,2110279816162;11,7280474815927;11,5332797807668;12,3546426345905;11,710938612618;11,3156681879977;12,5563245019924;11,6293798622362;11,98943999443;11,9303841471022;11,9913677020568;12,4964099100698
200607_s_at;RAD21;9,2258140689351;10,5701181600647;9,59636503777787;9,11052527606875;8,7911206299716;9,49813940751766;10,0101833671611;10,1462091344972;9,4546999566576;9,07785984223395;9,48815465679482;9,01346616684072;9,31736899365125;10,4057722318301;9,78040140771179
200608_s_at;RAD21;10,7312283852268;10,4599420248004;10,7024420613684;9,52520507966544;9,49295938496257;10,5588855824121;10,9660967620971;10,6741889105446;10,5276047612738;10,4783211673609;10,4485205539104;10,5547703605709;10,3329987332227;11,2404359370448;10,6660152942053
200609_s_at;WDR1;11,3821387818057;10,7781171085578;10,973313055134;11,6803981467595;11,3530353103276;11,2519567641775;11,2374893560581;11,1411453935718;10,6632766843224;11,3126111258523;11,3190537770954;11,1205713988419;11,5303920711298;11,6528664266053;10,8437387852861
200610_s_at;NCL;11,2087855278084;11,3075481392337;12,2600515259416;11,3983343592412;11,9237488602641;11,7543135687386;12,2963486247582;12,3590834803459;12,1100885834826;11,9400660064395;12,0346684757359;12,1581468420262;11,7329288833247;11,6774553662335;11,672685067304
200611_s_at;WDR1;10,2107807594481;10,1031619852351;10,0330017551302;10,3292651527601;10,0590560569846;10,3620528738925;10,6539311732204;10,0552043214782;9,73678057300023;10,2828633617801;10,4462143614321;9,83608252799601;9,91665384652779;10,2870291313044;9,63028474421745
200612_s_at;AP2B1;8,55938603767711;9,04116923519699;8,5461017179041;8,42876849570714;8,80390998287752;8,94898048607284;8,57928599443238;8,39309034600762;8,86954462758945;8,25841377316829;9,38436907433045;9,38304122124637;9,05618228512492;9,02146133426023;10,2325691720166
200613_at;AP2M1;9,91109865214703;9,87494651359325;10,6959908268572;9,85298621068868;9,99544115613298;10,6689154007601;10,8099509276997;9,9133974217963;9,97858294666545;10,0271605639526;10,0365520268202;10,1408379955991;10,0512601635627;10,1298976979835;9,94122478360261
200614_at;CLTC;13,0266081741149;12,7076785066185;13,0145621066517;12,2346184593747;12,9003053684384;12,142025933586;11,7743795370758;12,4615220306238;12,5458052293931;11,9181113877029;12,9014066315172;12,3349599560277;13,449474344311;12,7412980525535;12,6609586257199
200615_s_at;AP2B1;8,6586690775239;8,75524936764233;8,58166333485011;8,57514959706295;7,74437600616362;9,16243605683884;8,2565463411058;8,38901998284914;8,7059058821575;8,91002425457627;10,5174863762636;8,83079344867089;9,58055566505631;9,02024163261443;9,7102329274802
200616_s_at;MLEC;9,97249337593616;11,148642528994;10,3755036447366;10,7556847664909;10,333495904611;9,86895434229972;9,52090603135923;9,81716103786037;10,1384802345562;9,5294449555032;9,89655874308524;10,0032904472327;10,5901981925797;10,2480648584634;10,9014177052968
200617_at;MLEC;10,6871663158382;10,8163914717018;10,3485567068523;11,3938502676763;10,9068994186678;10,1397165872344;9,65126824521671;9,67117522278413;10,2737253507137;9,90546830452566;9,93936757559971;10,0287398449019;11,1425153444607;10,3485567068523;10,4788867318948
200618_at;LASP1;11,217008940316;12,4683560903566;12,828926002851;11,0502447769336;11,0809385030021;10,8176041823268;10,5476172855776;10,0764622927612;10,6578490168669;10,5732533684945;10,8589235709543;11,0046909327633;11,5575759235258;11,2506966514569;11,9790565422019
200620_at;TMEM59;11,5498028067706;11,3546327330987;12,4184485428024;12,3274704267329;12,8287041851081;11,3645753717837;11,6182253017282;11,4206923399979;11,356520503437;11,4749988830603;11,3025316607074;11,0217994389461;11,4299785305999;11,3668107043615;12,0034192651212
200621_at;CSRP1;10,5795177855262;10,8415117680408;10,0748408852417;10,5455800516051;10,2154187917975;10,8962701219854;10,8996712839591;10,0099032272574;10,6541720095615;10,0961056162744;10,4552468790914;10,9788340234044;10,8846205802207;10,3446923724962;9,47467289068452
200628_s_at;WARS;8,9220664887555;9,19611632986743;10,3972435256967;8,65532565131427;8,95896070194795;9,42595422172216;9,42595422172216;10,35241800069;8,51623259178429;11,1536949395964;10,0784506781962;9,95626446744176;8,57893842349135;9,05574905841899;9,69670221443003
200629_at;WARS;9,95611960052586;10,208926121357;11,5767721635207;10,0829009025498;9,88870010694557;10,3416444115561;10,617176621041;12,0203273579773;9,22013664770384;12,5806385986871;11,1443663695314;11,4096364560892;9,81685578822187;9,79590971016724;10,9523413853944
200632_s_at;NDRG1;11,4645478146186;9,83195280861685;11,6339700579422;12,121633723718;11,571397444301;10,6694319853649;12,406814480816;11,5113934461005;9,993958755776;10,6394417750285;10,0746841956957;9,67487451696825;9,44078024671177;8,9445666478575;10,6694319853649
200633_at;UBB;13,5403943211846;13,483681459835;13,2909310741285;13,6113772810983;13,342570606688;13,3024246893856;13,1579193684206;12,6747755945965;12,0441868372487;13,413580604098;13,5158483543814;13,3991553415541;13,34676220042;13,6889921565186;13,019957090837
200634_at;PFN1;9,76520438418549;9,04151508553259;9,83797185959124;9,73986555666822;8,23922378923569;10,5551340095234;10,3156322625388;9,94742104867214;9,44940795534012;10,1956308391586;9,85860227268938;9,74162547795929;10,0425620343026;9,98663548440453;8,78738254143679
200635_s_at;PTPRF;9,15414898652642;8,911508793027;8,61392726692361;9,28294612674886;9,6620935658366;7,70334869833622;8,59636868551911;9,66614109696433;9,3705988267603;8,9830782079476;8,75470398812766;8,7654888196828;8,52075600188742;8,99612108306691;10,0170937872834
200636_s_at;PTPRF;11,3621398600999;11,1837752366935;10,8390183405876;11,0768378631338;11,4458670432671;9,93183674232946;11,0052016163889;11,5289981989383;11,585534308758;11,0191527542752;11,0006993525646;11,1690398507116;10,7704167144318;10,9802169787915;11,9480096651186
200637_s_at;PTPRF;7,45840993485358;7,43816193893839;7,3671340239933;7,77066087426776;8,38681404134585;6,6050507690048;6,69110672479718;8,0994949535527;7,16725854325898;7,48901860520777;6,97483160122861;6,76912731946819;6,78283387646275;7,34686275427739;8,4821351284769
200638_s_at;YWHAZ;11,524367133575;11,0649745070753;11,7607436597539;10,829503970732;11,0711418223527;11,5997769537655;11,4694488567243;11,9694447797779;11,1220368083798;11,5680852304469;11,3969637472854;11,6149371747548;10,8697338376727;11,7433150728117;11,5381731929036
200639_s_at;YWHAZ;12,4088340528148;12,0322452837596;12,3531194581908;11,8482024690238;11,5657071179337;12,1399678940902;12,1671720796317;12,3755876788346;11,8591944155555;12,1610103020113;11,8324486131017;12,4639300845811;11,9838649364309;12,5263086186349;12,1116927442992
200641_s_at;YWHAZ;10,3518345543676;9,88820975213911;9,73888698612387;9,73971562072909;9,40087405287917;9,77476523459153;9,73702833278215;10,5062437254435;9,34060137853266;9,98465557372674;9,87853956846163;9,54780847556005;9,28734165484495;10,1501823733553;9,45448539334309
200642_at;SOD1;12,5881664975107;12,3685236387407;12,93127511693;12,9798457585663;12,0385208621017;12,7006233762959;12,2236339301631;12,5083984474912;11,7659210219334;12,3023534200386;11,9102357369836;12,3481968822359;12,2296170845487;11,6754159673602;11,9417303645263
200643_at;HDLBP;10,6588312858188;10,4499712804215;10,6966051889908;10,554779693631;11,1726419107665;9,91405564433174;9,43522344179688;9,40836200855834;10,4069045738345;9,9629957496015;10,3656572793332;10,2258223334213;10,4445042717528;9,99260876613147;10,0926657864202
200644_at;MARCKSL1;11,0128002720954;11,3913120040602;12,0594914158703;10,5561242220975;10,6611894308727;10,8739677796302;10,4258455672127;11,7860057535453;11,0517009745171;10,7759569138458;11,4730887328702;11,6653216109317;11,0191159463566;11,645386268143;11,6791431845924
200648_s_at;GLUL;10,0586412995502;8,72867124408209;10,0485968685018;10,3019890837078;9,7089624943402;10,7644400810514;10,2382757055603;10,3901717619711;8,48085186383081;9,89006323669461;10,0782658275269;9,63480549356514;9,24583957739304;8,03876038595382;9,8748383793537
200649_at;NUCB1;9,58685258288266;9,17977628780683;9,47626160028423;9,83934493680925;9,27514428694827;9,73179883038117;9,7622365979898;9,67929366943358;9,19196954952936;9,49224975509936;9,32732015104184;9,56661960564372;9,33786679244602;8,9344182998615;9,04724866072858
200650_s_at;LDHA;13,3356467371471;12,3542579856642;13,491364570003;13,1454873086853;13,1786587376293;12,9262997883165;13,1976808473361;12,9632053041937;12,9949116643729;12,8983255867333;12,8007773876695;12,6412649227003;12,6602834463848;12,8432051408153;13,231479345531
