,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,B,L,GSM26888.CEL,GSM26889.CEL,GSM26892.CEL,GSM26898.CEL,GSM26906.CEL,GSM26879.CEL,GSM26896.CEL,GSM26897.CEL,GSM26907.CEL,GSM26911.CEL
204061_at,NA,NA,1.35863957246786,7.68545651806165,6.34845256984932,6.58212645839614e-06,0.00237019305745772,4.05512919591873,1.35863957246786,8.72765813183213,7.36901855936427,8.72592717516333,9.1933028493355,8.9851658613926,8.32754096539268,8.40635380787655,7.1604717206658,7.69370346921223,6.9415706369413,7.28833480171233,7.76101216828971
213110_s_at,NA,NA,-2.63765476492438,8.18648624360284,-6.34786611195824,6.5896691765677e-06,0.00237019305745772,4.05405393954535,-2.63765476492438,6.7110659023228,9.34872066724718,6.10245567240279,6.28039203718507,7.04951213968976,7.94220689791343,6.18076276442295,8.16007009888366,8.55640174531429,10.0034152119974,10.3013880649924,9.72232821504819
212771_at,NA,NA,1.50709003179418,8.50302574693328,6.33914488013395,6.70289926359118e-06,0.00237019305745772,4.03805758456501,1.50709003179418,9.48915625992853,7.98206622813436,9.04090481186271,9.75532177472686,10.0474829883175,9.36165160420849,9.24042012052706,7.67852900065815,8.34894214763646,7.90296153532063,7.87139801210745,8.10850044494909
210652_s_at,NA,NA,-2.58128198861867,8.02049305161077,-6.29721685133697,7.27606354135991e-06,0.0024841484525174,3.96099218446339,-2.58128198861867,6.53695809105357,9.11824007967224,7.20399866873148,6.62126295018459,6.20190167251479,6.86518423004872,5.79244293378826,8.8510301048893,9.78759335973947,8.9126548990584,8.44189417082427,9.59802786384976
209460_at,NA,NA,-2.80830285480632,7.36673537745399,-6.21008234466278,8.63531975079033e-06,0.0028499433617525,3.79998312942352,-2.80830285480632,5.96566489485954,8.77396774966586,6.48523058322951,6.01910584406385,5.50940899569798,5.23246856885628,6.58211048245004,9.93147387385928,9.66431246883915,7.76837515800416,7.71061635411624,8.79506089351044
202345_s_at,NA,NA,2.6972213818901,9.35852321286732,6.1626773130348,9.48267503692423e-06,0.00302864404969635,3.71190649111551,2.6972213818901,11.3223085426142,8.62508716072414,10.7835839784726,11.3068766561194,12.3077466936178,9.91109561860261,12.3022397662588,8.88744619936299,8.58687316999072,9.34110526892023,8.88744619936299,7.42256496598376
203453_at,NA,NA,-2.68877379744142,8.96255299025017,-6.10485662971171,1.06338698700734e-05,0.0032901857994874,3.60402274094948,-2.68877379744142,7.45573602827282,10.1445098257142,7.06013693311301,8.73836222455994,7.38344692933155,6.77746008765245,7.31927396670715,9.36699395354533,9.73793889661079,11.2341998412339,10.5245950833921,9.85882135378911
204623_at,NA,NA,-4.54090693364604,9.74534727047231,-6.04272381970719,1.2033098814905e-05,0.00361029428382952,3.48753936908605,-4.54090693364604,7.57433631384891,12.115243247495,7.71886481606508,7.7414173237655,7.52319859879469,7.3765382540867,7.5116625765326,11.6347059153155,10.5831201599266,13.8522774503918,12.3618912851939,12.144221426647
203797_at,NA,NA,2.15249207902363,9.20977858683638,5.97962512686527,1.36497442766502e-05,0.00397488582597393,3.36866267627238,2.15249207902363,10.6495192121661,8.49702713314247,10.2964199823107,11.2715067015877,9.20223545120132,11.8590049441925,10.6184289815383,8.36594590362068,8.7538580964039,8.71991607262201,8.2443908297297,8.40102476333605
203636_at,NA,NA,2.01182495470704,7.66323858615056,5.7433289263014,2.19858972753424e-05,0.00605961269658842,2.91836681089286,2.01182495470705,8.99443299004247,6.98260803533543,10.1183428310228,9.82227309022512,8.26629412024105,8.21177286211044,8.553482046613,6.85158126080061,7.32790313905416,6.84175292737824,6.93982013908246,6.95198271036167
212554_at,NA,NA,-1.35800764790885,7.86548530492213,-5.7422820384443,2.20327297320658e-05,0.00605961269658842,2.91635415886704,-1.35800764790886,7.35723209655123,8.71523974446009,7.4827344673322,7.15525602686326,7.41000492605779,7.41858509032731,7.3195799721756,8.73832347710677,9.47392361243748,8.08005248991824,8.30044511574853,8.98345402708941
209122_at,NA,NA,1.71263849509397,10.784317164818,5.72704398245631,2.27261640290469e-05,0.00608139865004305,2.88704150677537,1.71263849509397,11.7298898421966,10.0172513471026,12.2965417352252,12.5133140804041,11.6651916267589,11.4844939375414,10.6899078310533,9.94486141385953,9.43727257684433,9.94375511933974,10.4232987768014,10.337068848668
209167_at,NA,NA,1.77936316023898,8.54518144591105,5.70967608319297,2.35440168978555e-05,0.00613445556067545,2.85359230730671,1.77936316023898,9.73916024592309,7.95979708568411,9.22786565284868,9.54251432342195,9.67595107010702,9.38781782850114,10.8616523547367,7.7670432267734,8.64526792760415,7.27640345737352,7.87130223187689,8.23896858479259
211421_s_at,NA,NA,-3.5791531101499,7.60579235089329,-5.68120668531904,2.49508443622784e-05,0.00633431564181843,2.79867193747498,-3.5791531101499,5.89296839737997,9.47212150752987,5.68805608902369,6.3944415446771,5.61462475903289,6.02477883088686,5.74294076327934,10.0999886309379,10.8111190285004,8.33172169273454,8.6857479502668,9.43203023520974
219734_at,NA,NA,-1.76815771837159,7.32843618910721,-5.61862909975021,2.83558048090628e-05,0.00691723619805218,2.67756130830228,-1.76815771837159,5.95666845146992,7.72482616984151,5.99036953840255,5.62417428811482,6.17050021699453,5.47014681228746,6.52815140155022,7.64829791790137,8.0180961268963,8.13331500443238,7.32954195954795,7.49487984042954
219497_s_at,NA,NA,1.54659023307587,6.82955419331802,5.61368839008652,2.86442464518876e-05,0.00691723619805218,2.66797643949333,1.54659023307587,7.87922480735194,6.33263457427607,7.04129431643144,8.03161470369158,8.79103158101251,8.05561727563504,7.47656615998912,6.08683323286103,6.92891637783268,6.07340002414223,6.13928201701576,6.43474121952865
202672_s_at,NA,NA,1.08727486621426,8.27831167668791,5.58272998162547,3.05217172648047e-05,0.00704915181324392,2.60784253874448,1.08727486621426,9.06304897095257,7.97577410473831,8.65881859842266,8.99329182133101,9.44821673644073,9.33706145388957,8.87785624467887,8.2454842034782,8.09914639563023,7.73935318387865,7.91906274356286,7.87582399714161
204624_at,NA,NA,-1.76033228085131,8.40189574313817,-5.58125231829298,3.06144357104826e-05,0.00704915181324392,2.60496907641358,-1.76033228085131,7.7407096224313,9.50104190328262,7.65782983538614,7.67006741254151,8.21755790221367,7.68754149208205,7.47055146993314,8.54239905996473,9.8261226293427,9.60964440117862,10.3761373813621,9.15090604456494
209900_s_at,NA,NA,1.698428181659,6.7052860322328,5.56900889953796,3.13939098588188e-05,0.00706434321618556,2.58114924417145,1.698428181659,7.90600220564168,6.20757402398268,7.68130985137017,7.45200558169817,8.64482140390064,7.11858191937999,8.63329227185944,6.31120937350501,6.31120937350501,5.84359716046542,6.98779966117251,5.58405455126545
201650_at,NA,NA,-2.01440159868226,11.5211351297637,-5.52855747619616,3.41175917970619e-05,0.00750662836406023,2.50230752798381,-2.01440159868226,10.2399826950267,12.254384293709,8.962387439466,11.0095631182993,11.4146234950787,10.2875522981348,9.52578712415478,12.6299544406942,12.0725438249851,12.5327992196457,12.1057287202403,11.9308952629796
213113_s_at,NA,NA,1.12736115431896,9.46059608818418,5.48123678433291,3.76146667272997e-05,0.00790971483067215,2.40980201960255,1.12736115431896,10.1142941590716,8.98693300475268,10.2108791283037,10.2148885667421,10.6062045046532,9.64080544963167,9.89869314602749,9.01799414176954,9.01818360537589,9.04971038556803,8.77805767715559,9.07071921389432
221510_s_at,NA,NA,1.38633683983349,8.7542815588311,5.46787178873293,3.86676498934195e-05,0.00790971483067215,2.38362205207671,1.38633683983349,9.81338600474398,8.42704916491049,9.69436929373522,9.54504662887562,9.23216676882656,10.6158858697944,9.97946146248809,8.32057779338833,8.78437543240994,8.64891357599712,8.35060160683915,8.03077741591793
214858_at,NA,NA,-1.46159715560671,5.80280252358909,-5.46206946949518,3.9134185767988e-05,0.00790971483067215,2.37224895400975,-1.46159715560671,5.14920630156288,6.61080345716959,5.19502017663287,5.16922776173784,5.14152723091195,5.20569757282941,5.03455876570234,7.23734911718276,6.17282387295359,6.18266654788297,7.36272423167609,6.09845351615253
213134_x_at,NA,NA,1.42181417534039,9.65030589046951,5.4619340929768,3.91451395518569e-05,0.00790971483067215,2.37198355086169,1.42181417534039,10.6020041180332,9.18018994269278,10.4986496877672,11.1359376249439,10.4207800478287,10.7417809570452,10.2128722725808,8.51652049118663,9.09842002342813,9.31736899365125,9.28803799869618,9.68060220650171
220559_at,NA,NA,1.70256851850153,5.5707031082488,5.44295841652618,4.07121451035641e-05,0.00806181897340777,2.33475856357456,1.70256851850153,6.61250734313062,4.90993882462909,6.7189196390629,6.85355859261619,5.29820510546026,7.70182407119581,6.49002930731795,4.66259628057489,5.19992436357656,4.53465012851589,5.11488887727365,5.03763447320447
209386_at,NA,NA,1.74082271059619,11.3093092651988,5.40437457242521,4.41003478786292e-05,0.00856152047737858,2.25892463314264,1.74082271059619,12.3581649047719,10.6173421941757,11.9683606477059,12.8943729477203,12.4347527118666,12.7542099014978,11.739128315069,9.6185241676454,11.5705199357097,11.0091085506125,10.3644236506307,10.5241346662803
209114_at,NA,NA,-1.35504206029801,8.45726429438257,-5.36394903691647,4.79622251482879e-05,0.00913219213833074,2.1792672946804,-1.35504206029801,7.76460929102837,9.11965135132638,7.63746234985665,7.98319513989614,7.7211244801826,7.91902574122915,7.56223874397729,8.46805016424407,8.86690095749076,9.96412887800361,9.03896576304473,9.26021099384874
203909_at,NA,NA,1.28384858883873,8.68365957271569,5.32970880157139,5.15043073919894e-05,0.00962158768845448,2.1116370108164,1.28384858883873,9.46357557202244,8.17972698318371,9.21728091459105,9.68878772559217,9.62341521262578,9.21353440249774,9.57485960480549,8.19936275442408,8.50276496897454,8.34311071284495,7.97037166447453,7.88302481520048
211712_s_at,NA,NA,-2.08779405578265,6.75977037328921,-5.22113753015682,6.46176705526854e-05,0.0117289629551534,1.89623667361386,-2.08779405578265,5.99431798061034,8.08211203639299,5.76592154637889,6.32768622300443,6.06934177494514,5.91994750711591,5.88869285160732,8.83210205254674,7.27172677239973,9.81420191470639,7.09028484386267,7.40224459844941
219795_at,NA,NA,3.74373159956069,6.24657858334627,5.21719068625371,6.51543240615532e-05,0.0117289629551534,1.88837953969692,3.74373159956069,8.82326990794209,5.07953830838139,6.4161375806094,10.1366589597617,6.6696574991207,9.60975359393388,11.2841419062847,4.80269602165162,6.47962634701287,4.47705695158843,4.85184061119229,4.78647161046174
202431_s_at,NA,NA,1.83081272010445,9.02107197102844,5.18948610987587,6.90522612431424e-05,0.0122086864030063,1.83317514565181,1.83081272010445,10.3195543291343,8.48874160902988,9.49835549940603,9.74893252533394,11.325478414901,9.96206930498409,11.0629359010466,8.74411862469825,8.78633968870544,8.77590564954878,7.6277562488224,8.50958783337455
201236_s_at,NA,NA,-1.12526198285532,10.0865956221754,-5.17618284726324,7.10081696470446e-05,0.0123342436434279,1.8066349152189,-1.12526198285533,9.78227342661071,10.907535409466,9.89625417788469,9.67259907412897,9.60446188378139,9.38103323028325,10.3570187669752,10.8858035651409,10.9046046202903,11.3014769656249,10.8388677377278,10.6069241585463
220239_at,NA,NA,1.37602031332478,7.25037978692418,5.15629556518207,7.40385828371235e-05,0.0126161646109492,1.76692106726227,1.37602031332478,8.10486488166742,6.72884456834263,8.0854535929245,7.89992777745793,8.90677056998133,7.86037052201143,7.77180194596188,6.91698657303751,6.02822903208491,6.86477874130223,6.43010704670187,7.40412144858666
214053_at,NA,NA,-1.93888628756306,7.75999871299503,-5.14902265683515,7.51796497369965e-05,0.0126161646109492,1.75238603957803,-1.93888628756306,6.68997352097427,8.62885980853733,6.8676190155971,6.67612817222798,6.31353671256444,7.01954847192707,6.57303523255476,7.72362244628133,10.1939257561538,8.48358791176089,8.77140730519329,7.97175562329728
212956_at,NA,NA,-2.05107548029795,10.2600074284045,-5.12398599117198,7.9247384440195e-05,0.0127606498572387,1.70230349390027,-2.05107548029795,9.24839998893067,11.2994754692286,9.8409876291134,9.31962212703324,9.17131870680584,8.34246316164031,9.56760832006055,11.5190635300133,11.0430448777214,12.154573527739,11.6327693855933,10.1479260250761
201596_x_at,NA,NA,-2.04114450684792,11.9006367425368,-5.11410434115827,8.09143105834237e-05,0.0127606498572387,1.6825169212543,-2.04114450684792,10.5415775748748,12.5827220817227,9.12098269361353,10.504805391642,10.7702157093623,10.8941374993723,11.417746580384,13.6000763651129,12.0823608466151,13.1299840309193,12.695259994824,11.4059291711424
205186_at,NA,NA,-1.51740722547344,6.54870648574318,-5.11221219656596,8.12375696139199e-05,0.0127606498572387,1.67872691585818,-1.51740722547344,5.91654010017237,7.43394732564581,6.05360666918095,5.62588934186644,5.81774656278923,6.21813372877144,5.8673241982538,7.84123054292936,6.99866602597303,6.84003039667369,7.406297973921,8.08351168873198
205568_at,NA,NA,1.20891507042153,8.46004335553997,5.0999032792011,8.33730010004815e-05,0.0127606498572387,1.65406205003347,1.20891507042153,9.13934247182268,7.93042740140115,9.63053265907978,9.01712587845504,9.47790807959833,8.29198757233764,9.27915816964259,8.02336075147015,7.6412419404753,7.79527324747536,7.9684047004535,8.22385636713143
209644_x_at,NA,NA,1.54411599935055,8.25722312620927,5.09898348070572,8.35348642005223e-05,0.0127606498572387,1.65221825502211,1.54411599935055,9.25889510807089,7.71477910872034,8.11238294030216,9.06427914420915,10.4425994821436,9.34878289048924,9.32643108321027,7.70332111514106,7.45682504841854,7.9063117252866,7.86513506538198,7.64230258937352
203574_at,NA,NA,1.54729732234608,8.3416112136392,5.09763027332902,8.37735825391898e-05,0.0127606498572387,1.64950549178105,1.54729732234608,9.13348361266238,7.5861862903163,8.77052398829397,9.03031756613424,9.85090889296586,8.58866392338176,9.42700369253606,7.91826024397358,8.30189584369812,7.01279204387894,7.62172992256461,7.07625339746625
203798_s_at,NA,NA,1.64318645604155,5.93684934463917,5.04747706357821,9.31320068609471e-05,0.0139712121201551,1.5488203630764,1.64318645604155,7.00065884320715,5.3574723871656,6.88179697418395,7.1486533607777,5.56161877847414,8.1670691867198,7.24415591588015,5.51344857669518,5.32250735954927,5.45134231205178,5.06475101083545,5.4353126766963
217979_at,NA,NA,-1.27594959970506,11.9161181910716,-4.99809443731316,0.000103394207193122,0.0152791947077478,1.44941433217773,-1.27594959970506,11.1498908211471,12.4258404208522,11.3939715064836,11.3932104861189,10.2398008722352,11.6089566417011,11.1135145991968,12.1533049670573,12.0234789421688,12.8564438235778,12.6959533670297,12.4000210044274
218319_at,NA,NA,1.5120531594428,8.35667825407432,4.97809286882886,0.000107873468708975,0.0157066943189347,1.40907774650337,1.5120531594428,9.31230010131745,7.80024694187465,8.5130572953161,9.28327139411951,9.40532655725002,10.1113539845137,9.24849127538791,7.43755985629884,8.77878451534665,7.44042347935644,7.58768231601668,7.75678454235466
209170_s_at,NA,NA,1.77273276259527,8.73693941682099,4.96748968725905,0.000110328002929961,0.0158312689421673,1.38767761090986,1.77273276259527,10.0691153797344,8.29638261713909,9.66007264697103,9.79079223091317,10.0073070757446,9.75335472206169,11.1340502229813,7.88754022021031,9.34678975319661,7.50225447332374,8.1336483008565,8.6116803381083
214240_at,NA,NA,1.49272919338146,6.98500134841604,4.92469839449587,0.000120828396833056,0.0170903136720584,1.30119512703307,1.49272919338146,7.92735793908575,6.43462874570429,7.70904311692467,6.88013414262552,9.03071936598959,8.22673169831429,7.79016137157469,6.62986731420395,6.48897768092712,6.28344333430951,6.5235337202569,6.24732167882399
203554_x_at,NA,NA,1.18165567469566,10.7398344656248,4.89956009575942,0.000127467892675064,0.0177002847545283,1.25030326998679,1.18165567469566,11.492482268648,10.3108265939523,11.1207581930404,11.3972820524483,11.4277263468082,11.8469219983879,11.6697227525552,10.6773712940553,9.85764550311074,9.9501003438092,10.7341704335356,10.3348453952508
202704_at,NA,NA,-1.73641521544577,10.2060391214295,-4.89498297914209,0.000128716342018588,0.0177002847545283,1.24103022692011,-1.73641521544577,9.03828991762611,10.7747051330719,8.3691390751647,8.5813409527499,9.75357410475572,9.20643372966959,9.28096172579064,11.382729893765,10.1957542193026,10.7692166894226,10.2751087825646,11.2507160803046
204521_at,NA,NA,1.24832517666433,6.46195625667615,4.87642683433304,0.000133907018715348,0.0181618272917898,1.20341509676668,1.24832517666432,7.3739127964906,6.12558761982628,7.33061870245955,6.42460491653959,8.1848792397348,7.57292447971875,7.35653664400032,5.88349926820655,6.23278784457501,6.35888464859656,6.28519649222987,5.86756984552339
205150_s_at,NA,NA,-1.62795173461726,7.51000655985159,-4.86736689339291,0.000136518525573358,0.0182658097527272,1.18503746046973,-1.62795173461726,6.33742332080622,7.96537505542348,6.23452853987595,6.3363174783407,6.64037251083155,6.22229491692374,6.25360315805915,8.25678251992962,8.08088061974007,7.20299986446226,7.59438068454447,8.69183158844097
202357_s_at,NA,NA,-2.36955925865321,9.26622860758012,-4.85347420352177,0.00014062448288538,0.0185643067339752,1.15684138697192,-2.36955925865321,8.54256116726806,10.9121204259213,8.09584373182103,8.94401928556895,9.61729266645951,7.47586254326706,8.57978760922373,11.1533100682535,10.6131097465349,10.9336823761019,10.8249619030709,11.0355380356452
209710_at,NA,NA,-1.50675778948057,8.18682629700908,-4.84505453934257,0.000143174046564438,0.0186521873030856,1.13974412764585,-1.50675778948056,7.49193577244194,8.99869356192251,7.60184461710369,7.95519326735697,7.177126503717,7.46822314195902,7.25729133207305,9.96509001130785,9.21674413259371,8.19866215380342,8.67792192095656,8.935049590951
202089_s_at,NA,NA,-2.42611807242583,10.081775176635,-4.80088414598957,0.000157343579365522,0.0198508431318741,1.04994044751782,-2.42611807242583,9.08223500634987,11.5083530787757,8.786685798787,8.88181551726612,9.76921587061622,9.01469042738386,8.95876741769615,12.061409277545,11.0736618649063,12.220463142651,11.6230874275963,10.5631436811799
214404_x_at,NA,NA,-1.10685126880464,9.58185487193989,-4.79998368836051,0.00015764687333431,0.0198508431318741,1.04810781905504,-1.10685126880465,8.63693932103452,9.74379058983916,8.81796112963556,8.41581230490351,8.58561241628574,8.84840647957836,8.51690427476941,9.91496312270272,9.4017032248443,9.90650664593477,9.76757028082625,9.72820967488778
209173_at,NA,NA,-3.87174684449303,9.288668983913,-4.7977856780784,0.000158389718959504,0.0198508431318741,1.04363407358079,-3.87174684449303,6.79970447049757,10.6714513149906,6.79358548919159,6.97367815871916,6.76244158735439,6.5418361210874,6.92698099613533,7.79946169178914,9.18790469016376,12.7673013233215,12.2605139926885,11.3420748769901
221024_s_at,NA,NA,-2.61403516418022,10.0910718660701,-4.78297907867837,0.000163487728067057,0.0202336499448991,1.01348576945477,-2.61403516418022,8.25348850179786,10.8675236659781,9.14670921613356,8.00134339667673,7.70771005727637,8.58036589903055,7.83131393987207,11.6045964622358,8.75365091963063,12.0185518100672,12.2145963731412,9.74622276481545
