;symbol;ID;GrupID;PF14;PF19;PF23;PF39;PF46;PF24;PF25;PF28;PF34;PF42;PF15;PF32;PF33;PF43;PF47
218236_s_at;PRKD3;218236_s_at;1;7,47300425321561;6,54051779418526;7,92782887818429;6,97780453264039;7,66290628601119;8,27800377277055;7,99862463742624;8,14341149878395;9,13067534488901;8,29189997136456;7,25032237303058;7,220736077038;7,82385177857447;7,31603250645197;6,32580479941137
202133_at;WWTR1;202133_at;1;9,19164001532474;8,26800854460644;9,58741338949473;9,42063763004919;9,42881287170121;11,0210203627635;10,7719728690234;9,13532344396656;10,937154485627;9,94731407218973;8,71972744865261;9,48053643036707;9,92524030218101;9,48091771020133;8,48486877237021
213355_at;ST3GAL6;213355_at;1;6,52356001014133;5,78893275108471;6,88926304527979;6,35172357292909;6,22193698559941;7,4655782431624;7,63904162683014;7,47001877250089;10,0787210692729;6,78677286883771;6,01470688001267;6,37190272471891;6,39410308848434;6,77364020642963;5,82094410508225
210942_s_at;ST3GAL6;210942_s_at;1;6,475957202499;5,8448782831841;6,94615943089293;6,54402711463906;6,62122867482972;7,52461496982739;7,64460717600975;7,07661861755722;9,77720171192832;6,58294080500649;6,2208997066887;6,13219431916472;6,31739284032149;6,83308267006655;6,36889724940548
221510_s_at;GLS;221510_s_at;1;7,95027207921074;7,74994932943294;8,49721508406318;8,21683178941352;7,69777925207374;9,69436929373522;9,54504662887562;9,23216676882656;10,6158858697944;9,97946146248809;8,32057779338833;8,78437543240994;8,64891357599712;8,35060160683915;8,03077741591793
208925_at;CLDND1;208925_at;1;7,28248914606954;7,02298964880023;7,90816661900209;7,33298862016037;7,46711768004432;8,55804882111375;8,95729825740721;8,15906910259797;9,21633802017;8,67143647749106;7,90816661900209;7,83547474844082;8,15365003888278;7,7148402694538;7,21892303122168
205541_s_at;GSPT2;205541_s_at;1;7,08418865859514;6,70509589523114;6,57861029578163;6,94862729821062;7,11534156397608;8,54510595616332;9,00528273757805;7,64397501094549;9,08816232987242;8,79866310492317;7,33183338827202;8,14010724019181;7,83446318680192;7,02803591121862;7,5875528325987
203798_s_at;VSNL1;203798_s_at;1;5,55556808198176;5,57906534352317;5,3364271179383;5,34201267876798;5,44901079551261;6,88179697418395;7,1486533607777;5,56161877847414;8,1670691867198;7,24415591588015;5,51344857669518;5,32250735954927;5,45134231205178;5,06475101083545;5,4353126766963
203797_at;VSNL1;203797_at;1;8,42825857659713;8,28777741227896;8,38948710582988;8,23865731757297;9,06976666372394;10,2964199823107;11,2715067015877;9,20223545120132;11,8590049441925;10,6184289815383;8,36594590362068;8,7538580964039;8,71991607262201;8,2443908297297;8,40102476333605
220559_at;EN1;220559_at;1;5,19781431211888;5,14170236418413;5,26047735268958;5,14976872133603;5,19855303460488;6,7189196390629;6,85355859261619;5,29820510546026;7,70182407119581;6,49002930731795;4,66259628057489;5,19992436357656;4,53465012851589;5,11488887727365;5,03763447320447
213418_at;HSPA6;213418_at;1;8,00999406922178;7,9157262492977;7,79954604763205;7,84525876201685;7,99978990531843;9,06585321910832;9,19805901557881;8,19822248548448;10,1124928058296;10,1654578302739;8,43682553789964;7,89375776312972;7,88216613824554;7,85566851258932;7,87648690389557
217996_at;PHLDA1;217996_at;1;6,97366386037066;6,16928406018678;5,70613691557841;6,05540213062431;7,03834945243103;7,36566912387863;7,04483889497213;6,83384390673082;8,74217285774925;8,69842685748688;6,39046861820423;7,53589027742376;6,52614988212256;7,14197525198808;5,89241459624268
204557_s_at;DZIP1;204557_s_at;1;4,62769709894722;4,48351014298578;4,4221581227041;4,48351014298578;4,69581154574778;5,71609601482969;4,96088592212254;5,05610404898131;7,32528744513787;6,22431720529025;4,63081009431943;5,0854385102069;4,90710193833906;4,70849518015708;4,43166850504372
205174_s_at;QPCT;205174_s_at;1;5,90483923702649;5,75130425705675;5,58533669874183;5,91989661997896;5,60006689257066;7,65382153976425;7,40490834414404;6,25107798215884;8,72418096186727;7,42919776060345;7,32617906119741;5,90609696925166;7,10742799057644;5,99120427916661;5,51800315198711
200762_at;DPYSL2;200762_at;1;9,96342291317293;9,0162345591701;9,1908281383055;10,1932904962631;9,61582131766037;11,2011033156781;10,5202690557977;10,1983778553574;11,9311201584039;10,5822298377925;10,5307321441452;10,8050212911108;10,6307755125566;9,91725530967997;9,44160424197946
44790_s_at;RUBCNL;44790_s_at;1;5,49616116566607;5,56741314925469;5,5281070949579;6,12150567059951;5,99695414345725;7,44700254714597;6,5557287812988;6,32546645669516;7,2068210227216;7,56062691582194;5,93179363884282;6,53149337088974;6,20877736884433;6,03258983993829;6,03578004288277
219479_at;POGLUT2;219479_at;1;6,30972285729106;6,15223208792403;5,94608954509646;6,4256857473163;6,26116828298134;8,08920040396398;7,07780805139771;7,18311070500771;8,13738948343832;8,27295363209434;7,17810113616066;6,77737679039799;7,64848558735472;6,80818804393602;6,41057896239711
219006_at;NDUFAF4;219006_at;1;8,69069728470067;7,90903852449694;9,19070963154998;8,20098000214794;7,81580807200068;9,13735066956635;8,66768816186728;9,32616136656666;9,86918322838179;10,0073179875167;8,55157001730023;8,49052496774774;8,30425432973044;8,00954805872041;8,24116746770815
213346_at;TEX30;213346_at;1;8,15936476549335;7,50863817551119;8,36562571307261;8,12854040430266;8,36562571307261;8,93977660293178;8,6374627844628;9,06928933332745;9,65036601537314;9,34951573447033;8,78961369889983;7,66271664320445;8,16732648663888;8,05466702862564;8,15462075498235
206683_at;ZNF165;206683_at;1;5,70662859245257;5,71013093081316;5,98749864890299;6,75581214752529;5,40042685687191;5,78764928857197;7,11656043422083;6,61167525129653;7,59594824495688;7,62492314558261;6,32367487741031;5,84023063820106;5,91189143910995;5,67046526624759;6,56911127001691
205047_s_at;ASNS;205047_s_at;1;8,79348474515037;9,25848176224074;8,52492792356678;8,52799670688657;8,77116554371299;8,91608778534477;10,4788300891831;9,51057759576894;10,2111455253171;10,1020610581907;8,70477069519519;8,58869376677993;8,49453500926879;8,27868694085306;9,71897540574503
221854_at;PKP1;221854_at;1;6,96504735336688;7,37463104144251;6,95750451967684;6,94482867807741;7,11713653359225;7,72837386968725;9,26726354341028;7,51548437768604;8,15303560637334;9,12300322685392;7,18158127119207;7,41708416191022;7,13192623290195;7,49041272562363;7,71617985259105
219795_at;SLC6A14;219795_at;1;4,82594033476658;4,76591614263475;4,77324985379792;4,72157991355354;5,09795142382386;6,4161375806094;10,1366589597617;6,6696574991207;9,60975359393388;11,2841419062847;4,80269602165162;6,47962634701287;4,47705695158843;4,85184061119229;4,78647161046174
209800_at;KRT16;209800_at;1;5,54293612828338;5,43260351789927;5,23592411371705;5,15924707751874;5,57124397822482;6,35692881916583;7,36982733699358;6,20495722456301;6,67935797962722;10,1887601782627;5,38724305363594;5,31397821504988;5,25544223628134;5,56180599899586;5,40256566858188
213680_at;KRT6B;213680_at;1;7,76540207619774;7,65876134935769;7,58249697490476;6,88172985915255;8,31629995664584;9,07147057410085;11,7324846267401;10,9526459886026;10,6562079751638;13,29706524326;9,05121993742801;9,56749658987738;8,91639893645952;8,21112844764837;7,45907275870849
219825_at;CYP26B1;219825_at;1;6,00797814658741;5,63213459465045;5,99630349957922;6,19855596980531;5,68097576610366;7,85228654806227;7,41445140207657;5,90726724647895;6,97435070113402;7,61270503125099;5,90281703052646;5,79950594775549;6,02699686257119;5,71057623603865;5,98241595733879
212110_at;SLC39A14;212110_at;1;9,14356264148404;8,82617898395839;9,71220720530236;10,3539785291042;9,57187261316125;11,336837234132;10,362945828918;9,53956088096836;10,9855697178267;10,7026425934993;9,98647725563301;9,13003299089369;9,8816997509539;9,59388339796373;9,41782442294624
202859_x_at;CXCL8;202859_x_at;1;8,1609033929472;7,35015100918243;9,00293644918226;10,8198291129288;10,0243655590525;12,1644620351714;11,0820638224905;8,96096964100389;9,06969333410258;11,9748752180243;8,61290997955053;7,47658383843091;8,52323651783246;8,27598645829474;7,33609824212399
209283_at;CRYAB;209283_at;1;7,03399683537994;7,2168053354035;6,57102153439266;10,0183217888673;7,73248084811385;8,77287856343432;9,41313607218272;7,26250217073294;9,05405447496757;10,0545687746343;6,8546625721686;7,85041081444827;6,94474853244673;7,34157214974737;6,54555342009073
218823_s_at;KCTD9;218823_s_at;1;6,26592750178886;5,54526483883612;7,36019959791005;8,07374037732017;6,52247753423091;7,3431142189187;8,30579100829617;7,10176604113764;7,57166473487456;8,37877976310822;5,98999373114856;6,68471686557052;7,10034552293041;6,94530084784394;6,02162774218619
218096_at;AGPAT5;218096_at;1;8,84724698950148;7,70909222400564;9,78161989244253;10,5708409228189;8,26500407027901;9,45809276733068;9,93069996226536;10,1494685994701;9,81755440722996;9,99259538293182;8,51024653506102;8,97234402208881;9,00524920952879;8,47215636941957;8,2293411996795
33322_i_at;SFN;33322_i_at;1;12,4673924114555;10,1941688254329;10,4751613400831;12,3787959207273;12,4093380287709;12,466241941594;13,8918323189322;12,2563647815221;12,6572182002927;13,3379826190041;12,6151424369241;12,966466431415;12,580792943214;12,6675912651177;11,9739630216664
210136_at;MBP;210136_at;1;7,70165482956921;6,78722195746353;7,37952911697642;8,31319369196588;8,01436508836232;8,64156629021696;9,57424795231068;8,6205479558062;8,38031078183812;9,29410922955278;8,40681510433723;8,64245775077477;8,15201023537496;9,01388603277424;8,28785831635542
209185_s_at;IRS2;209185_s_at;1;8,6091660078128;8,20238510869149;8,51663739603951;9,61517927671878;9,96756679875515;10,9145109154552;11,1030582917378;9,75155714942901;9,95790782468822;9,97219584316213;9,60197679346031;9,77705109253398;9,46541424032504;9,30650396943593;9,42715360629325
209272_at;NAB1;209272_at;1;8,4314688689295;7,28331970566067;9,23519302962318;9,27925588453676;9,13315132488146;9,74671045812912;9,96527864105014;9,20001479962263;10,1680776396033;9,62592317100463;8,50774186673976;9,71019336881436;8,77514942451366;9,39292324895915;8,87075915551669
219295_s_at;PCOLCE2;219295_s_at;1;5,04717749559137;4,83447578064189;4,99140522549901;5,27111308636321;4,94448676483651;7,07744194053456;7,11512718715432;7,50035411441661;6,07505679107509;4,84023009708786;4,86430337468325;5,38740235344322;4,80237261841824;5,77776976558995;5,02486836555206
218902_at;NOTCH1;218902_at;1;7,1600793240259;6,79171486136971;6,80357461892611;7,42310294570496;7,21928511021548;8,43963442838223;8,26490984841731;8,35937586009069;8,63430570961855;7,43093440043969;7,48608937851776;7,26203050644331;7,3004702837461;7,21264698134357;6,90362481883982
213338_at;TMEM158;213338_at;1;8,47010586829081;9,35381002655812;8,98070382009151;8,04611200720315;8,8282303451387;10,9812799821258;10,7331466042819;11,3525974993053;9,82672365954723;9,01446741719028;9,92948291151679;8,67256768577138;9,44581326149941;8,68366790381072;8,80001308337184
203637_s_at;MID1;203637_s_at;1;6,82332291737652;7,2047835169788;6,68217331846178;6,28779316131245;7,18449711224614;10,3495272256001;10,113144014062;8,37120859738232;7,99255360490002;8,98639526217947;6,31120937350501;7,37871662327005;6,5541300338696;6,49804451894807;6,20530303504064
203636_at;MID1;203636_at;1;7,17792634587396;7,42560403640735;6,57094742674173;6,40397873128766;7,48491712505813;10,1183428310228;9,82227309022512;8,26629412024105;8,21177286211044;8,553482046613;6,85158126080061;7,32790313905416;6,84175292737824;6,93982013908246;6,95198271036167
218963_s_at;KRT23;218963_s_at;1;8,04157187515992;6,36440039007768;6,17451751576461;6,51698396800249;7,50345688176839;10,6426683365873;10,1752160648299;8,72097375155576;9,96905559404762;8,04908230457557;6,16981202820053;6,32986166771838;6,47338326925887;6,04398481939333;6,32535622600447
219434_at;TREM1;219434_at;1;8,44037384653323;8,40958858237498;8,20704264384712;8,66297118226799;8,59803395539202;9,66270543482227;9,96358421384962;9,16114497086526;8,61899103880289;9,03961040199856;8,1705360498866;7,85316453641542;8,37719412286657;8,53376814496005;8,21580449632931
209122_at;PLIN2;209122_at;1;10,736937348759;10,7842507413101;10,128047773598;10,6899078310533;10,6899078310533;12,2965417352252;12,5133140804041;11,6651916267589;11,4844939375414;10,6899078310533;9,94486141385953;9,43727257684433;9,94375511933974;10,4232987768014;10,337068848668
221524_s_at;RRAGD;221524_s_at;1;9,18598764013505;8,6631336307049;8,73121269508481;9,59670376652378;9,40335808517751;9,62797453538495;10,4256457996355;10,2175240454107;9,98157293304371;9,02576905173051;8,65663643804876;8,39301152402842;9,72377021924834;8,60154942873801;8,5916109739208
204061_at;PRKX;204061_at;1;6,89530877008692;7,03954541251481;7,12282198933546;6,89196745861191;6,84882068439367;8,72592717516333;9,1933028493355;8,9851658613926;8,32754096539268;8,40635380787655;7,1604717206658;7,69370346921223;6,9415706369413;7,28833480171233;7,76101216828971
202158_s_at;CELF2;202158_s_at;1;6,20995211663559;5,85508778797241;6,08448530871377;5,98181489294237;5,89244039168443;7,00847633183887;7,5783954079097;7,70189934392528;6,60594136502497;7,17993894922695;6,26672203102703;6,97880453881147;6,3892928150405;6,27254420740906;6,37716763285199
201795_at;LBR;201795_at;1;10,5370016884654;9,69074915638446;9,5001952004957;9,72581694421491;9,51502816325315;10,9585741925088;12,1148031951287;11,4498884011713;11,638473663338;11,6530375013791;9,98440636825593;10,9028427743082;10,3178254263576;10,6559477758049;10,7827615347251
204304_s_at;PROM1;204304_s_at;1;6,79681497574724;8,33805333238443;6,02269529758228;5,59046587921714;6,05668565441978;9,83850027697747;10,4304250003259;11,3018426246277;9,48225203408309;9,58136301610897;5,74059902876115;9,17395195328198;5,62871759604646;6,41254836591062;10,1102532542952
209539_at;ARHGEF6;209539_at;1;8,58686184689155;8,37036995613837;8,6924459846594;8,85361871541428;8,96989695634658;9,97325831214395;9,63544924290843;9,85000629162081;9,78433377189753;9,67720408450702;9,1044615715076;9,47406307853583;9,0248098590417;8,62879741584095;9,56671577412751
221505_at;ANP32E;221505_at;1;8,88752358415488;8,55684083294942;8,1466594382681;7,47007439159202;7,43259674980808;10,202171255364;11,0473007147486;11,1111465853269;11,1729072594971;10,2171157597853;10,2302619978118;10,481477271416;9,52595800327672;10,1485113804871;10,4732329344588
208103_s_at;ANP32E;208103_s_at;1;7,81374711074525;7,84649063816313;7,23200754173091;6,51389911783844;6,55780823982399;9,19000746222609;10,7474634692084;11,2370279508633;9,9457975209967;9,78244724003692;10,047374932441;9,0158866963955;7,96172164066659;7,73602675801408;9,37526938414343
212055_at;TPGS2;212055_at;1;8,77255956938163;8,7364172035598;8,62349964025817;8,05960164810543;8,93146585038128;9,46181836365217;9,62704872833204;10,0128256900931;10,090607408902;9,15192128510504;9,49368615522925;9,5505165557178;8,98457948034124;8,99143302335152;8,98827234964394
210024_s_at;UBE2E3;210024_s_at;1;9,8345118402759;9,59477893746542;9,16179803373089;8,48980917893751;9,37884783882312;10,3878599825971;10,3345537225532;10,2499277811253;10,3130097742897;10,2810920883656;9,50102190098234;9,96572639877059;9,52349294727026;9,85338598431495;9,92880122304076
212607_at;AKT3;212607_at;1;8,74622923120097;8,35992774429844;8,16274051472121;8,44349069689847;8,91648757040328;9,84645499066814;10,0985152005436;9,93641814719253;8,94811289658963;9,32048628069611;8,76929741738206;8,73850933843173;9,04821900656456;9,03206605659842;8,82309016010435
209397_at;ME2;209397_at;1;9,60948326138557;9,05621037689139;8,8478147669892;9,36015133678145;9,62073137219205;10,4485369460658;10,632609679939;10,6145865846397;10,0115824906724;10,1560736976287;10,0312167330076;9,86620107502959;9,82088005639036;9,5111391718642;9,54036954095347
201325_s_at;EMP1;201325_s_at;1;9,07136817728072;8,20637927027212;8,10742410598003;8,23918236237169;8,61522761364968;9,90178295658093;9,86064143612501;10,4933240487095;8,76418706402081;9,39836463604386;8,67492381225516;8,53152168229262;9,11285338740035;8,68861267164023;9,14822295126808
201324_at;EMP1;201324_at;1;10,0658987449342;9,22850666929991;8,5686175630239;8,61903784832946;9,13198305026929;10,5155597810349;10,9309866664368;10,9915013676395;9,39472143529098;10,3614533162275;9,35669366353318;9,48386882865291;10,2625510368394;9,74026543738402;10,0715255596667
212609_s_at;AKT3;212609_s_at;1;6,45047185152193;6,13922696651882;5,82555362613748;5,9288596438675;6,38034975599944;8,1152981266166;7,67291539700095;7,08628692734004;6,58978873902585;6,76963104841372;6,38470439826484;6,84049421149273;6,80814136194819;6,670907442562;6,56670827449272
212958_x_at;PAM;212958_x_at;1;10,1512821043783;10,9233905505345;9,90241789969208;9,46258181982994;9,99895696099459;11,2730220877167;11,682311860367;11,4425845273887;10,4989741847325;11,2895539708434;10,4197889154925;10,3166783658453;11,182698944854;10,8441817205477;10,3167138672082
202336_s_at;PAM;202336_s_at;1;10,5722250927273;11,3472238587953;10,4664069525864;9,88313225880524;10,6121817957832;11,9864420657533;12,2478581575122;11,8539845575445;10,9366458224705;11,7770506253409;10,8616327112861;10,7871731891541;11,5480837202488;11,315942866736;10,8750812051373
219257_s_at;SPHK1;219257_s_at;1;8,62039903597593;8,80776609263326;8,798511111514;8,05674026352269;8,7810281297179;9,80917597919034;9,01701626683188;10,4908055745232;10,0070361144375;8,9961749589836;8,82477011295379;8,2564168191954;8,68871915285553;9,03148783022769;8,54767361531363
202580_x_at;FOXM1;202580_x_at;1;7,91760211186009;8,10611753756835;8,51444071852727;7,71169248307032;8,25745437514935;9,0784729699003;8,93819629990584;10,1194003313947;9,13021401485951;8,93537240878228;8,43480892957831;7,9709413053359;8,15174762575313;8,80724986210455;9,08210732523458
204033_at;TRIP13;204033_at;1;8,62805270950273;10,1517010564029;9,80653693020364;8,57142362109536;9,74658269261574;10,3501317476229;10,1542649640955;10,6049936849415;9,90307342217858;10,1385951054096;9,01227612517501;8,36937620443781;8,97396871086693;9,09391383570433;9,88932745529323
203263_s_at;ARHGEF9;203263_s_at;1;6,92909450257662;6,64250711762554;7,06482943293817;6,90420212574503;6,26448164678711;6,7969202112575;8,07786544640332;8,75012772019028;8,0907490723436;6,99742016110995;6,18649667212572;6,47485500948893;6,88051276260131;6,34777891577333;6,26620797372331
202243_s_at;PSMB4;202243_s_at;1;11,2078413029878;11,0939615183006;10,7504061158957;10,6716998059339;10,4442542258993;10,9621201262817;11,1326213670624;12,5982222791268;11,4634541749582;10,9576176893264;10,5925536831413;9,92032153531778;11,0716020576923;10,3194998191477;10,0500181179586
213523_at;CCNE1;213523_at;1;8,24757197833386;8,06778806453294;7,58529465831408;7,90306915287947;7,95109735291116;7,96821663372235;8,87782821127457;11,5328643557814;9,59874242788124;8,78065553053458;8,21557141134157;7,33199328496926;7,88707427110735;8,11845984385756;8,209360360197
204203_at;CEBPG;204203_at;1;8,02177718171397;7,2698012672018;7,13235135650971;7,66906593452352;6,71318676743979;7,85951245544995;8,49240407840413;10,7030332340415;8,04938567758576;8,79072575983671;8,10646039181988;6,72816406215074;7,16015530081229;7,16336645412157;7,44583487461318
220239_at;KLHL7;220239_at;1;6,91156963897981;6,56964074786419;7,27570833427056;6,92581863337233;6,90441219932554;8,0854535929245;7,89992777745793;8,90677056998133;7,86037052201143;7,77180194596188;6,91698657303751;6,02822903208491;6,86477874130223;6,43010704670187;7,40412144858666
213113_s_at;SLC43A3;213113_s_at;1;9,79577831575421;9,20608386939324;9,03032092168719;9,18322220470713;9,18740019209929;10,2108791283037;10,2148885667421;10,6062045046532;9,64080544963167;9,89869314602749;9,01799414176954;9,01818360537589;9,04971038556803;8,77805767715559;9,07071921389432
211063_s_at;NCK1;211063_s_at;1;8,60921427396337;8,09206970727249;9,733037594838;8,65672524223346;8,48671266030181;9,20817104811092;10,2128295736626;9,99083299117631;9,75312472537452;9,94286118860368;8,58546579910179;9,07860553000789;8,89258524948511;8,78922894169649;8,93969882746331
204822_at;TTK;204822_at;1;6,62517686264928;6,8770364277193;8,89530795450147;6,7355194991762;6,85446267786782;8,3961642664466;8,84807061818925;9,25028047449396;8,44457615937188;8,82695680573329;7,01416613778524;7,47521247717478;6,8290031200159;7,64595522970291;7,75450621350336
212973_at;RPIA;212973_at;1;9,0258750647767;9,24861919798421;10,1991335236054;9,50685111752092;9,10929666616858;10,0587612856594;10,8065572388126;11,0289619029952;10,3149525696261;10,7229358363455;9,71941820094672;10,290692842125;9,60017497113294;10,1234843389172;9,8548951998532
201197_at;AMD1;201197_at;1;8,1744878751183;7,2955371806965;9,50655837753514;8,54043668980074;7,98979897439757;9,61750550246285;9,88603900495538;9,72860037803318;9,92190626368035;9,85198977863625;8,00725858148875;9,0367770152908;7,74804757116204;8,14208437090015;9,36353307396316
201196_s_at;AMD1;201196_s_at;1;8,81228183271349;8,27999915534395;9,98667935900463;8,85665310675265;8,25040914108976;9,96187409921028;9,94814013395752;10,6883287087887;10,028593243253;10,4705385451752;8,78672015880684;9,35512785181669;7,6699797880011;8,23154962198513;9,48988951559862
218875_s_at;FBXO5;218875_s_at;1;6,03509051015114;5,04421245651417;7,20398860827754;4,92811351242536;5,47191491614172;6,16036239762947;6,99418210156355;6,90710315237795;7,5649073845338;6,70419565589253;6,05695295862121;6,52509408164498;5,57283375043393;6,1899718281567;6,7236851069127
204162_at;NDC80;204162_at;1;7,24857515484958;6,18954551253212;8,60205881740504;6,62224383090554;6,40158683044063;7,8585592259318;7,72785897985911;8,97324167776832;8,82956920815225;8,46446567507483;7,05144334413542;7,58516400481977;6,77013939319812;8,05519935783001;7,96173917762366
209642_at;BUB1;209642_at;1;6,57227465046763;6,65457394163415;8,14975662907378;6,5384423454163;6,93467404286243;7,94228650001635;8,06015916808459;8,75051956133439;8,95858884059424;8,42128812379178;7,81267176764212;7,03012753864251;6,78540922818458;8,02367446885333;7,46849953523534
215034_s_at;TM4SF1;215034_s_at;1;8,93314777684084;8,69193427841449;10,029679315582;9,09850775233935;8,82268992820414;10,4345641186282;11,807911477249;11,6812504386938;11,4383072833405;10,6834542958676;8,20240103479585;9,58332861256259;8,93470247413699;8,30082877934312;9,02109644868583
209387_s_at;TM4SF1;209387_s_at;1;8,55346563407116;8,47915649061873;9,63084502732742;8,17695904784118;8,68041191093884;9,81158615498113;11,4042868939581;10,9852170354781;10,9320799097398;10,1470849691868;7,7802171989608;9,06587619421585;8,76034066228188;8,09195226791327;8,64445369657111
209386_at;TM4SF1;209386_at;1;10,8959818930633;11,0342248539397;11,4635276966543;10,4894127317281;10,8789563078585;11,9683606477059;12,8943729477203;12,4347527118666;12,7542099014978;11,739128315069;9,6185241676454;11,5705199357097;11,0091085506125;10,3644236506307;10,5241346662803
215729_s_at;VGLL1;215729_s_at;1;4,73666877607223;4,76100126187046;6,25488611537007;4,82041612797051;4,84836633671158;8,26586963394537;8,96267919728921;8,3042470730772;8,76866776720214;8,38132477045005;4,8509023875565;4,93163229768219;4,65929470784214;4,72155732738698;4,79640527766614
213134_x_at;BTG3;213134_x_at;1;9,13776597153603;9,06607315813381;9,9105801115632;9,05356085574391;8,67563795643593;10,4986496877672;11,1359376249439;10,4207800478287;10,7417809570452;10,2128722725808;8,51652049118663;9,09842002342813;9,31736899365125;9,28803799869618;9,68060220650171
205548_s_at;BTG3;205548_s_at;1;8,63304928251604;8,74105820840934;9,8757451082473;8,94493859081515;8,5290362888627;10,2161041183305;10,6035561729644;10,0108600720681;10,3693646470208;9,96998490210891;8,15977941466143;8,95183020419566;9,0501960816559;9,10178498874467;9,41267466749966
219654_at;HACD1;219654_at;1;6,53335150099338;6,536332660834;8,40899744102886;6,79265376077266;6,63344913580668;7,58047627922233;8,89554714087504;7,6569659478464;9,11047623139262;7,38488615889261;6,66963243736484;7,61270503125099;6,78579230204678;6,80102023244592;6,80189529069882
218757_s_at;UPF3B;218757_s_at;1;8,53531921471678;8,27121394417245;9,21938001210601;8,87320323312357;9,05255684685129;9,18924755399479;10,2130881964077;10,2546451184933;9,70584506907559;10,3962573866355;8,919516471255;9,02580392345136;9,06662199130274;8,64109966797027;8,67972021646946
203909_at;SLC9A6;203909_at;1;8,11711494010251;7,60007087780602;8,85180157154908;8,72646509484058;8,74292833040629;9,21728091459105;9,68878772559217;9,62341521262578;9,21353440249774;9,57485960480549;8,19936275442408;8,50276496897454;8,34311071284495;7,97037166447453;7,88302481520048
202431_s_at;MYC;202431_s_at;1;8,03127762362623;7,75405969357409;8,94241429522037;8,45106741150001;8,09578085068483;9,49835549940603;9,74893252533394;11,325478414901;9,96206930498409;11,0629359010466;8,74411862469825;8,78633968870544;8,77590564954878;7,6277562488224;8,50958783337455
218877_s_at;TRMT11;218877_s_at;1;7,43709723842675;6,40087840053752;8,10540930803937;7,20967028342579;7,76437932025031;8,82262543452461;8,10471966615526;9,6801733593432;8,72418247788004;9,50673874198678;7,66225216029742;8,0153323797207;7,33536909916103;7,80155036986025;7,89037000055235
209169_at;GPM6B;209169_at;1;5,1394828718681;5,00149904370239;5,74066584240139;4,89752334024856;5,41377493196773;5,98562353821179;5,66137035058003;6,98769769918008;6,20653482019544;6,74321218468868;4,93833444734315;5,71946473557847;4,83460473554772;5,12099846448793;5,42686725736823
209170_s_at;GPM6B;209170_s_at;1;7,88472057809907;7,44824652405032;8,59000331561329;7,24254060732137;8,06109024286357;9,66007264697103;9,79079223091317;10,0073070757446;9,75335472206169;11,1340502229813;7,88754022021031;9,34678975319661;7,50225447332374;8,1336483008565;8,6116803381083
209167_at;GPM6B;209167_at;1;7,74350266860027;7,51629531183265;8,44915158728599;7,77329640541031;8,20068905750045;9,22786565284868;9,54251432342195;9,67595107010702;9,38781782850114;10,8616523547367;7,7670432267734;8,64526792760415;7,27640345737352;7,87130223187689;8,23896858479259
218847_at;IGF2BP2;218847_at;1;6,40752828680412;6,76038902546922;6,35603328347789;6,38074001434533;6,49968527024227;7,35671285154895;8,22628676636185;8,24020555578863;7,89070399903255;8,01419603141242;6,48525690050177;6,91935572980065;6,57133655284652;6,52037927199084;6,82192479269147
205044_at;GABRP;205044_at;1;6,09896706382366;6,25994116154218;6,04467221958715;5,95066958978789;6,91926194222135;10,1377421874583;12,7800979871862;12,3469681158715;12,1559089965282;11,9838264780262;6,08869963771541;9,77059752705206;6,16935848179259;7,545203173752;6,09689127915782
219497_s_at;BCL11A;219497_s_at;1;6,10062020883312;6,29692102199034;6,20778735194256;6,22099284917311;6,55769455969115;7,04129431643144;8,03161470369158;8,79103158101251;8,05561727563504;7,47656615998912;6,08683323286103;6,92891637783268;6,07340002414223;6,13928201701576;6,43474121952865
212771_at;FAM171A1;212771_at;1;8,05264555728041;7,64149453909933;7,95588547032717;7,84334184464232;8,69590635233547;9,04090481186271;9,75532177472686;10,0474829883175;9,36165160420849;9,24042012052706;7,67852900065815;8,34894214763646;7,90296153532063;7,87139801210745;8,10850044494909
202672_s_at;ATF3;202672_s_at;1;7,60428031263739;7,90455991590271;7,81560942225483;7,58669799280581;8,06941212826345;8,65881859842266;8,99329182133101;9,44821673644073;9,33706145388957;8,87785624467887;8,2454842034782;8,09914639563023;7,73935318387865;7,91906274356286;7,87582399714161
210347_s_at;BCL11A;210347_s_at;1;7,02821575181852;7,52264736568647;7,40704897216591;7,53770721536105;7,64756597846901;7,78997502258196;8,22838675480388;9,07811268166472;8,17171331190784;8,27595932513923;7,13360212305468;7,85201517906027;6,9084111304808;7,20588905858811;7,36067703793209
218319_at;PELI1;218319_at;1;7,80262661904574;7,40876259471843;8,29636065440838;7,9874084719892;8,29228025499251;8,5130572953161;9,28327139411951;9,40532655725002;10,1113539845137;9,24849127538791;7,43755985629884;8,77878451534665;7,44042347935644;7,58768231601668;7,75678454235466
221016_s_at;TCF7L1;221016_s_at;1;7,7877103689975;7,84414242256943;7,86905765440605;7,03122495450115;7,8797288365893;7,86905765440605;8,62151864911846;9,64817935150687;8,72897762312338;8,72242526162464;7,1985172286951;8,83300875188311;7,36824990816959;7,40223249763414;7,2956160069938
